%time SOC Ptotal Psensor1
18020 0.627532646995 0.665 0.7
18030 0.62739483241 0.665 0.7
18040 0.627257012548 0.665 0.7
18050 0.627119187404 0.0095 0.01
18060 0.627117218471 0.0095 0.01
18070 0.627115249541 0.0095 0.01
18080 0.62711328061 0.665 0.7
18090 0.626975450261 0.665 0.7
18100 0.62683761432 0.665 0.7
18110 0.626699773089 0.665 0.7
18120 0.626561926566 0.665 0.7
18130 0.626424074746 0.665 0.7
18140 0.626286217629 0.665 0.7
18150 0.62614835521 0.0095 0.01
18160 0.62613279615 0.0095 0.01
18170 0.62613082668 0.0095 0.01
18180 0.626128857209 0.665 0.7
18190 0.626004579174 0.665 0.7
18200 0.625866705916 0.665 0.7
18210 0.625728827349 0.665 0.7
18220 0.625590943469 0.665 0.7
18230 0.625453054273 0.665 0.7
18240 0.625315159759 0.665 0.7
18250 0.625177259923 0.665 0.7
18260 0.625148103304 0.0095 0.01
18270 0.625146133291 0.0095 0.01
18280 0.625144163278 0.0095 0.01
18290 0.625033444845 0.665 0.7
18300 0.62489553413 0.665 0.7
18310 0.624757618085 0.665 0.7
18320 0.624619696707 0.665 0.7
18330 0.624481769993 0.665 0.7
18340 0.624343837941 0.665 0.7
18350 0.624205900547 0.665 0.7
18360 0.624163138894 0.0095 0.01
18370 0.624161168337 0.0095 0.01
18380 0.62415919778 0.0095 0.01
18390 0.624062046281 0.665 0.7
18400 0.623924097967 0.665 0.7
18410 0.623786144303 0.665 0.7
18420 0.623648185286 0.665 0.7
18430 0.623510220913 0.665 0.7
18440 0.623372251182 0.665 0.7
18450 0.62323427609 0.665 0.7
18460 0.623177901886 0.0095 0.01
18470 0.623175930783 0.0095 0.01
18480 0.623173959679 0.0095 0.01
18490 0.623090382488 0.665 0.7
18500 0.622952396435 0.665 0.7
18510 0.622814405012 0.665 0.7
18520 0.622676408216 0.665 0.7
18530 0.622538406044 0.665 0.7
18540 0.622400398494 0.665 0.7
18550 0.622262385563 0.665 0.7
18560 0.622192391249 0.0095 0.01
18570 0.622190419598 0.0095 0.01
18580 0.622188447946 0.0095 0.01
18590 0.622118452481 0.665 0.7
18600 0.621980428548 0.665 0.7
18610 0.621842399226 0.665 0.7
18620 0.621704364511 0.665 0.7
18630 0.6215663244 0.665 0.7
18640 0.621428278892 0.665 0.7
18650 0.621290227983 0.665 0.7
18660 0.621206605959 0.0095 0.01
18670 0.621204633757 0.0095 0.01
18680 0.621202661554 0.0095 0.01
18690 0.621146255273 0.665 0.7
18700 0.621008193322 0.665 0.7
18710 0.620870125961 0.665 0.7
18720 0.620732053188 0.665 0.7
18730 0.620593975 0.665 0.7
18740 0.620455891394 0.665 0.7
18750 0.620317802367 0.665 0.7
18760 0.620220544992 0.0095 0.01
18770 0.620218572237 0.0095 0.01
18780 0.620216599482 0.0095 0.01
18790 0.620173789886 0.665 0.7
18800 0.620035689778 0.665 0.7
18810 0.61989758424 0.665 0.7
18820 0.61975947327 0.665 0.7
18830 0.619621356865 0.665 0.7
18840 0.619483235023 0.665 0.7
18850 0.619345107741 0.665 0.7
18860 0.61923420733 0.0095 0.01
18870 0.619232234021 0.0095 0.01
18880 0.619230260712 0.0095 0.01
18890 0.619201055344 0.665 0.7
18900 0.619062916939 0.665 0.7
18910 0.618924773086 0.665 0.7
18920 0.618786623781 0.665 0.7
18930 0.618648469022 0.665 0.7
18940 0.618510308806 0.665 0.7
18950 0.618372143131 0.665 0.7
18960 0.618247591961 0.0095 0.01
18970 0.618245618096 0.0095 0.01
18980 0.61824364423 0.0095 0.01
18990 0.618228050674 0.665 0.7
19000 0.618089873836 0.665 0.7
19010 0.61795169153 0.665 0.7
19020 0.617813503753 0.665 0.7
19030 0.617675310502 0.665 0.7
19040 0.617537111775 0.665 0.7
19050 0.617398907569 0.665 0.7
19060 0.61726069788 0.0095 0.01
19070 0.617258723452 0.0095 0.01
19080 0.617256749027 0.0095 0.01
19090 0.617254774601 0.665 0.7
19100 0.617116559502 0.665 0.7
19110 0.616978338606 0.665 0.7
19120 0.61684011222 0.665 0.7
19130 0.61670188034 0.665 0.7
19140 0.616563642965 0.665 0.7
19150 0.616425400091 0.665 0.7
19160 0.616287151716 0.0095 0.01
19170 0.616271549086 0.0095 0.01
19180 0.6162695741 0.0095 0.01
19190 0.616267599114 0.665 0.7
19200 0.616142972973 0.665 0.7
19210 0.616004713351 0.665 0.7
19220 0.615866448219 0.665 0.7
19230 0.615728177575 0.665 0.7
19240 0.615589901416 0.665 0.7
19250 0.615451619739 0.665 0.7
19260 0.615313332541 0.665 0.7
19270 0.615284093997 0.0095 0.01
19280 0.615282118449 0.0095 0.01
19290 0.6152801429 0.0095 0.01
19300 0.615169113291 0.665 0.7
19310 0.615030814808 0.665 0.7
19320 0.614892510795 0.665 0.7
19330 0.614754201251 0.665 0.7
19340 0.614615886172 0.665 0.7
19350 0.614477565557 0.665 0.7
19360 0.614339239401 0.665 0.7
19370 0.614296357192 0.0095 0.01
19380 0.61429438108 0.0095 0.01
19390 0.614292404966 0.0095 0.01
19400 0.614194979504 0.665 0.7
19410 0.614056642024 0.665 0.7
19420 0.613918298995 0.665 0.7
19430 0.613779950416 0.665 0.7
19440 0.613641596283 0.665 0.7
19450 0.613503236595 0.665 0.7
19460 0.613364871347 0.665 0.7
19470 0.61330833768 0.0095 0.01
19480 0.613306361001 0.0095 0.01
19490 0.613304384321 0.0095 0.01
19500 0.613220570663 0.665 0.7
19510 0.613082194051 0.665 0.7
19520 0.612943811872 0.665 0.7
19530 0.612805424124 0.665 0.7
19540 0.612667030803 0.665 0.7
19550 0.612528631907 0.665 0.7
19560 0.612390227434 0.665 0.7
19570 0.612320034477 0.0095 0.01
19580 0.61231805723 0.0095 0.01
19590 0.612316079981 0.0095 0.01
19600 0.612245885822 0.665 0.7
19610 0.612107469946 0.665 0.7
19620 0.611969048483 0.665 0.7
19630 0.611830621432 0.665 0.7
19640 0.61169218879 0.665 0.7
19650 0.611553750554 0.665 0.7
19660 0.611415306721 0.665 0.7
19670 0.611331446603 0.0095 0.01
19680 0.611329468785 0.0095 0.01
19690 0.611327490966 0.0095 0.01
19700 0.611270924044 0.665 0.7
19710 0.61113246877 0.665 0.7
19720 0.610994007891 0.665 0.7
19730 0.610855541404 0.665 0.7
19740 0.610717069308 0.665 0.7
19750 0.610578591599 0.665 0.7
19760 0.610440108274 0.665 0.7
19770 0.610342573083 0.0095 0.01
19780 0.610340594693 0.0095 0.01
19790 0.610338616302 0.0095 0.01
19800 0.610295684393 0.665 0.7
19810 0.610157189589 0.665 0.7
19820 0.610018689161 0.665 0.7
19830 0.609880183108 0.665 0.7
19840 0.609741671425 0.665 0.7
19850 0.609603154111 0.665 0.7
19860 0.609464631163 0.665 0.7
19870 0.609353412949 0.0095 0.01
19880 0.609351433985 0.0095 0.01
19890 0.60934945502 0.0095 0.01
19900 0.609320165941 0.665 0.7
19910 0.609181631475 0.665 0.7
19920 0.609043091367 0.665 0.7
19930 0.608904545615 0.665 0.7
19940 0.608765994215 0.665 0.7
19950 0.608627437165 0.665 0.7
19960 0.608488874463 0.665 0.7
19970 0.608363965237 0.0095 0.01
19980 0.608361985696 0.0095 0.01
19990 0.608360006155 0.0095 0.01
20000 0.608344367763 0.665 0.7
20010 0.608205793505 0.665 0.7
20020 0.608067213586 0.665 0.7
20030 0.607928628004 0.665 0.7
20040 0.607790036757 0.665 0.7
20050 0.607651439841 0.665 0.7
20060 0.607512837253 0.665 0.7
20070 0.607374228993 0.0095 0.01
20080 0.60737224887 0.0095 0.01
20090 0.60737026875 0.0095 0.01
20100 0.607368288629 0.665 0.7
20110 0.60722967476 0.665 0.7
20120 0.6070910549 0.665 0.7
20130 0.606952429359 0.665 0.7
20140 0.606813798134 0.665 0.7
20150 0.606675161222 0.665 0.7
20160 0.606536518621 0.665 0.7
20170 0.606397870327 0.0095 0.01
20180 0.606382222552 0.0095 0.01
20190 0.606380241852 0.0095 0.01
20200 0.606378261151 0.665 0.7
20210 0.606253274327 0.665 0.7
20220 0.606114614398 0.665 0.7
20230 0.605975948768 0.665 0.7
20240 0.605837277437 0.665 0.7
20250 0.6056986004 0.665 0.7
20260 0.605559917656 0.665 0.7
20270 0.605421229201 0.665 0.7
20280 0.605391905796 0.0095 0.01
20290 0.605389924514 0.0095 0.01
20300 0.605387943231 0.0095 0.01
20310 0.605276591299 0.665 0.7
20320 0.605137891171 0.665 0.7
20330 0.604999185326 0.665 0.7
20340 0.604860473759 0.665 0.7
20350 0.60472175647 0.665 0.7
20360 0.604583033454 0.665 0.7
20370 0.604444304711 0.665 0.7
20380 0.604401297661 0.0095 0.01
20390 0.604399315795 0.0095 0.01
20400 0.604397333928 0.0095 0.01
20410 0.604299624774 0.665 0.7
20420 0.604160884321 0.665 0.7
20430 0.604022138131 0.665 0.7
20440 0.603883386202 0.665 0.7
20450 0.603744628533 0.665 0.7
20460 0.603605865119 0.665 0.7
20470 0.603467095959 0.665 0.7
20480 0.603410397211 0.0095 0.01
20490 0.60340841476 0.0095 0.01
20500 0.603406432308 0.0095 0.01
20510 0.603322373856 0.665 0.7
20520 0.603183592949 0.665 0.7
20530 0.603044806289 0.665 0.7
20540 0.602906013872 0.665 0.7
20550 0.602767215696 0.665 0.7
20560 0.602628411758 0.665 0.7
20570 0.602489602056 0.665 0.7
20580 0.602419203519 0.0095 0.01
20590 0.60241722048 0.0095 0.01
20600 0.60241523744 0.0095 0.01
20610 0.602344837654 0.665 0.7
20620 0.602206016168 0.665 0.7
20630 0.602067188911 0.665 0.7
20640 0.60192835588 0.665 0.7
20650 0.601789517071 0.665 0.7
20660 0.601650672483 0.665 0.7
20670 0.601511822113 0.665 0.7
20680 0.60142771566 0.0095 0.01
20690 0.601425732032 0.0095 0.01
20700 0.601423748402 0.0095 0.01
20710 0.601367015282 0.665 0.7
20720 0.601228153093 0.665 0.7
20730 0.601089285114 0.665 0.7
20740 0.600950411343 0.665 0.7
20750 0.600811531778 0.665 0.7
20760 0.600672646415 0.665 0.7
20770 0.600533755253 0.665 0.7
20780 0.600435932717 0.0095 0.01
20790 0.600433948498 0.0095 0.01
20800 0.600431964278 0.0095 0.01
20810 0.600388905863 0.665 0.7
20820 0.600250002845 0.665 0.7
20830 0.60011109402 0.665 0.7
20840 0.599972179386 0.665 0.7
20850 0.599833258939 0.665 0.7
20860 0.599694332678 0.665 0.7
20870 0.5995554006 0.665 0.7
20880 0.599443853781 0.0095 0.01
20890 0.599441868968 0.0095 0.01
20900 0.599439884155 0.0095 0.01
20910 0.599410508522 0.665 0.7
20920 0.599271564552 0.665 0.7
20930 0.599132614759 0.665 0.7
20940 0.598993659137 0.665 0.7
20950 0.598854697687 0.665 0.7
20960 0.598715730404 0.665 0.7
20970 0.598576757287 0.665 0.7
20980 0.598451477946 0.0095 0.01
20990 0.598449492539 0.0095 0.01
21000 0.598447507131 0.0095 0.01
21010 0.598431822393 0.665 0.7
21020 0.598292837349 0.665 0.7
21030 0.598153846463 0.665 0.7
21040 0.598014849733 0.665 0.7
21050 0.597875847156 0.665 0.7
21060 0.59773683873 0.665 0.7
21070 0.597597824452 0.665 0.7
21080 0.59745880432 0.0095 0.01
21090 0.597456818312 0.0095 0.01
21100 0.597454832307 0.0095 0.01
21110 0.597452846301 0.665 0.7
21120 0.597313820375 0.665 0.7
21130 0.597174788276 0.665 0.7
21140 0.597035750315 0.665 0.7
21150 0.596896706491 0.665 0.7
21160 0.596757656799 0.665 0.7
21170 0.596618601239 0.665 0.7
21180 0.596479539808 0.0095 0.01
21190 0.596463845395 0.0095 0.01
21200 0.596461858792 0.0095 0.01
21210 0.596459872188 0.665 0.7
21220 0.596334512776 0.665 0.7
21230 0.596195439343 0.665 0.7
21240 0.596056360031 0.665 0.7
21250 0.595917274838 0.665 0.7
21260 0.595778183762 0.665 0.7
21270 0.5956390868 0.665 0.7
21280 0.595499983949 0.665 0.7
21290 0.595470572906 0.0095 0.01
21300 0.595468585703 0.0095 0.01
21310 0.595466598498 0.0095 0.01
21320 0.595354913705 0.665 0.7
21330 0.595215798818 0.665 0.7
21340 0.595076678036 0.665 0.7
21350 0.594937551355 0.665 0.7
21360 0.594798418774 0.665 0.7
21370 0.59465928029 0.665 0.7
21380 0.594520135901 0.665 0.7
21390 0.594476999965 0.0095 0.01
21400 0.59447501216 0.0095 0.01
21410 0.594473024354 0.0095 0.01
21420 0.594375022321 0.665 0.7
21430 0.594235865862 0.665 0.7
21440 0.594096703489 0.665 0.7
21450 0.593957535202 0.665 0.7
21460 0.593818360998 0.665 0.7
21470 0.593679180875 0.665 0.7
21480 0.593539994829 0.665 0.7
21490 0.593483125703 0.0095 0.01
21500 0.593481137294 0.0095 0.01
21510 0.593479148884 0.0095 0.01
21520 0.59339483779 0.665 0.7
21530 0.593255639639 0.665 0.7
21540 0.59311643556 0.665 0.7
21550 0.592977225549 0.665 0.7
21560 0.592838009604 0.665 0.7
21570 0.592698787723 0.665 0.7
21580 0.592559559903 0.665 0.7
21590 0.592488949255 0.0095 0.01
21600 0.592486960241 0.0095 0.01
21610 0.592484971226 0.0095 0.01
21620 0.592414359283 0.665 0.7
21630 0.592275119324 0.665 0.7
21640 0.592135873421 0.665 0.7
21650 0.591996621569 0.665 0.7
21660 0.591857363767 0.665 0.7
21670 0.591718100012 0.665 0.7
21680 0.591578830302 0.665 0.7
21690 0.591494469764 0.0095 0.01
21700 0.591492480143 0.0095 0.01
21710 0.591490490521 0.0095 0.01
21720 0.591433585979 0.665 0.7
21730 0.591294304097 0.665 0.7
21740 0.591155016252 0.665 0.7
21750 0.591015722444 0.665 0.7
21760 0.590876422669 0.665 0.7
21770 0.590737116925 0.665 0.7
21780 0.59059780521 0.665 0.7
21790 0.590499686381 0.0095 0.01
21800 0.590497696152 0.0095 0.01
21810 0.590495705921 0.0095 0.01
21820 0.590452517063 0.665 0.7
21830 0.590313193142 0.665 0.7
21840 0.590173863243 0.665 0.7
21850 0.590034527363 0.665 0.7
21860 0.589895185501 0.665 0.7
21870 0.589755837653 0.665 0.7
21880 0.589616483817 0.665 0.7
21890 0.589504598264 0.0095 0.01
21900 0.589502607424 0.0095 0.01
21910 0.589500616582 0.0095 0.01
21920 0.589471151729 0.665 0.7
21930 0.589331785655 0.665 0.7
21940 0.589192413587 0.665 0.7
21950 0.589053035522 0.665 0.7
21960 0.588913651458 0.665 0.7
21970 0.588774261392 0.665 0.7
21980 0.588634865324 0.665 0.7
21990 0.588509204577 0.0095 0.01
22000 0.588507213125 0.0095 0.01
22010 0.588505221671 0.0095 0.01
22020 0.588489489175 0.665 0.7
22030 0.588350080835 0.665 0.7
22040 0.588210666485 0.665 0.7
22050 0.588071246121 0.665 0.7
22060 0.587931819743 0.665 0.7
22070 0.587792387348 0.665 0.7
22080 0.587652948934 0.665 0.7
22090 0.587513504497 0.0095 0.01
22100 0.587511512427 0.0095 0.01
22110 0.58750952036 0.0095 0.01
22120 0.587507528291 0.665 0.7
22130 0.58736807789 0.665 0.7
22140 0.587228621145 0.665 0.7
22150 0.587089158372 0.665 0.7
22160 0.586949689568 0.665 0.7
22170 0.586810214732 0.665 0.7
22180 0.58667073386 0.665 0.7
22190 0.586531246951 0.0095 0.01
22200 0.58651550451 0.0095 0.01
22210 0.586513511827 0.0095 0.01
22220 0.586511519143 0.665 0.7
22230 0.586385776033 0.665 0.7
22240 0.586246276784 0.665 0.7
22250 0.58610677149 0.665 0.7
22260 0.58596726015 0.665 0.7
22270 0.585827742761 0.665 0.7
22280 0.585688219322 0.665 0.7
22290 0.58554868983 0.665 0.7
22300 0.585519188561 0.0095 0.01
22310 0.585517195262 0.0095 0.01
22320 0.585515201961 0.0095 0.01
22330 0.585403174488 0.665 0.7
22340 0.585263632623 0.665 0.7
22350 0.585124084699 0.665 0.7
22360 0.584984530713 0.665 0.7
22370 0.584844970663 0.665 0.7
22380 0.584705404547 0.665 0.7
22390 0.584565832362 0.665 0.7
22400 0.584522563776 0.0095 0.01
22410 0.584520569858 0.0095 0.01
22420 0.584518575939 0.0095 0.01
22430 0.584420272482 0.665 0.7
22440 0.584280687894 0.665 0.7
22450 0.584141097231 0.665 0.7
22460 0.58400150049 0.665 0.7
22470 0.58386189767 0.665 0.7
22480 0.583722288768 0.665 0.7
22490 0.583582673783 0.665 0.7
22500 0.583525629358 0.0095 0.01
22510 0.58352363482 0.0095 0.01
22520 0.583521640281 0.0095 0.01
22530 0.583437069253 0.665 0.7
22540 0.583297441833 0.665 0.7
22550 0.583157808323 0.665 0.7
22560 0.58301816872 0.665 0.7
22570 0.582878523023 0.665 0.7
22580 0.582738871229 0.665 0.7
22590 0.582599213336 0.665 0.7
22600 0.582528384518 0.0095 0.01
22610 0.582526389358 0.0095 0.01
22620 0.582524394197 0.0095 0.01
22630 0.582453564044 0.665 0.7
22640 0.582313893685 0.665 0.7
22650 0.582174217221 0.665 0.7
22660 0.58203453465 0.665 0.7
22670 0.581894845969 0.665 0.7
22680 0.581755151177 0.665 0.7
22690 0.581615450271 0.665 0.7
22700 0.581530828474 0.0095 0.01
22710 0.581528832691 0.0095 0.01
22720 0.581526836906 0.0095 0.01
22730 0.581469756106 0.665 0.7
22740 0.581330042703 0.665 0.7
22750 0.58119032318 0.665 0.7
22760 0.581050597535 0.665 0.7
22770 0.580910865766 0.665 0.7
22780 0.58077112787 0.665 0.7
22790 0.580631383845 0.665 0.7
22800 0.580532960453 0.0095 0.01
22810 0.580530964045 0.0095 0.01
22820 0.580528967636 0.0095 0.01
22830 0.580485644698 0.665 0.7
22840 0.580345888147 0.665 0.7
22850 0.580206125461 0.665 0.7
22860 0.580066356638 0.665 0.7
22870 0.579926581675 0.665 0.7
22880 0.579786800572 0.665 0.7
22890 0.579647013325 0.665 0.7
22900 0.579534779691 0.0095 0.01
22910 0.579532782657 0.0095 0.01
22920 0.579530785621 0.0095 0.01
22930 0.579501229088 0.665 0.7
22940 0.579361429285 0.665 0.7
22950 0.579221623332 0.665 0.7
22960 0.579081811228 0.665 0.7
22970 0.578941992969 0.665 0.7
22980 0.578802168555 0.665 0.7
22990 0.578662337983 0.665 0.7
23000 0.578536285431 0.0095 0.01
23010 0.578534287769 0.0095 0.01
23020 0.578532290106 0.0095 0.01
23030 0.57851650855 0.665 0.7
23040 0.578376665392 0.665 0.7
23050 0.578236816071 0.665 0.7
23060 0.578096960583 0.665 0.7
23070 0.577957098927 0.665 0.7
23080 0.577817231101 0.665 0.7
23090 0.577677357102 0.665 0.7
23100 0.57753747693 0.0095 0.01
23110 0.577535478634 0.0095 0.01
23120 0.577533480341 0.0095 0.01
23130 0.577531482047 0.665 0.7
23140 0.577391595753 0.665 0.7
23150 0.577251702961 0.665 0.7
23160 0.577111803989 0.665 0.7
23170 0.576971898835 0.665 0.7
23180 0.576831987496 0.665 0.7
23190 0.57669206997 0.665 0.7
23200 0.576552146257 0.0095 0.01
23210 0.57653635451 0.0095 0.01
23220 0.576534355587 0.0095 0.01
23230 0.576532356662 0.665 0.7
23240 0.576406219658 0.665 0.7
23250 0.576266283297 0.665 0.7
23260 0.57612634074 0.665 0.7
23270 0.575986391988 0.665 0.7
23280 0.575846437037 0.665 0.7
23290 0.575706475885 0.665 0.7
23300 0.575566508531 0.665 0.7
23310 0.575536914668 0.0095 0.01
23320 0.575534915112 0.0095 0.01
23330 0.575532915555 0.0095 0.01
23340 0.575420536408 0.665 0.7
23350 0.575280556377 0.665 0.7
23360 0.575140570139 0.665 0.7
23370 0.575000577689 0.665 0.7
23380 0.574860579028 0.665 0.7
23390 0.574720574152 0.665 0.7
23400 0.57458056306 0.665 0.7
23410 0.574537158384 0.0095 0.01
23420 0.574535158194 0.0095 0.01
23430 0.574533158003 0.0095 0.01
23440 0.57443454531 0.665 0.7
23450 0.574294521513 0.665 0.7
23460 0.574154491494 0.665 0.7
23470 0.574014455251 0.665 0.7
23480 0.573874412782 0.665 0.7
23490 0.573734364085 0.665 0.7
23500 0.573594309158 0.665 0.7
23510 0.573537084943 0.0095 0.01
23520 0.573535084119 0.0095 0.01
23530 0.573533083293 0.0095 0.01
23540 0.57344824568 0.665 0.7
23550 0.57330817802 0.665 0.7
23560 0.573168104125 0.665 0.7
23570 0.573028023992 0.665 0.7
23580 0.572887937619 0.665 0.7
23590 0.572747845005 0.665 0.7
23600 0.572607746148 0.665 0.7
23610 0.572536693642 0.0095 0.01
23620 0.572534692181 0.0095 0.01
23630 0.572532690719 0.0095 0.01
23640 0.572461636842 0.665 0.7
23650 0.572321525225 0.665 0.7
23660 0.572181407358 0.665 0.7
23670 0.57204128324 0.665 0.7
23680 0.571901152869 0.665 0.7
23690 0.571761016243 0.665 0.7
23700 0.571620873361 0.665 0.7
23710 0.571535983784 0.0095 0.01
23720 0.571533981684 0.0095 0.01
23730 0.571531979584 0.0095 0.01
23740 0.57147471813 0.665 0.7
23750 0.57133456246 0.665 0.7
23760 0.571194400528 0.665 0.7
23770 0.571054232332 0.665 0.7
23780 0.570914057869 0.665 0.7
23790 0.570773877138 0.665 0.7
23800 0.570633690138 0.665 0.7
23810 0.57053495468 0.0095 0.01
23820 0.570532951941 0.0095 0.01
23830 0.570530949202 0.0095 0.01
23840 0.570487488884 0.665 0.7
23850 0.57034728907 0.665 0.7
23860 0.570207082979 0.665 0.7
23870 0.570066870612 0.665 0.7
23880 0.569926651965 0.665 0.7
23890 0.569786427037 0.665 0.7
23900 0.569646195826 0.665 0.7
23910 0.569533605653 0.0095 0.01
23920 0.569531602274 0.0095 0.01
23930 0.569529598893 0.0095 0.01
23940 0.569499948455 0.665 0.7
23950 0.569359704403 0.665 0.7
23960 0.569219454064 0.665 0.7
23970 0.569079197434 0.665 0.7
23980 0.568938934512 0.665 0.7
23990 0.568798665296 0.665 0.7
24000 0.568658389784 0.665 0.7
24010 0.568531936033 0.0095 0.01
24020 0.568529932012 0.0095 0.01
24030 0.56852792799 0.0095 0.01
24040 0.5685120962 0.665 0.7
24050 0.568371807821 0.665 0.7
24060 0.568231513142 0.665 0.7
24070 0.568091212159 0.665 0.7
24080 0.567950904872 0.665 0.7
24090 0.567810591279 0.665 0.7
24100 0.567670271377 0.665 0.7
24110 0.567529945164 0.0095 0.01
24120 0.567527940496 0.0095 0.01
24130 0.56752593583 0.0095 0.01
24140 0.567523931163 0.665 0.7
24150 0.567383598692 0.665 0.7
24160 0.567243259584 0.665 0.7
24170 0.56710291416 0.665 0.7
24180 0.566962562419 0.665 0.7
24190 0.566822204359 0.665 0.7
24200 0.566681839978 0.665 0.7
24210 0.566541469275 0.0095 0.01
24220 0.566525627074 0.0095 0.01
24230 0.566523621764 0.0095 0.01
24240 0.566521616453 0.665 0.7
24250 0.566395076392 0.665 0.7
24260 0.566254692767 0.665 0.7
24270 0.566114302815 0.665 0.7
24280 0.565973906533 0.665 0.7
24290 0.565833503919 0.665 0.7
24300 0.565693094973 0.665 0.7
24310 0.565552679692 0.665 0.7
24320 0.565522991107 0.0095 0.01
24330 0.565520985151 0.0095 0.01
24340 0.565518979194 0.0095 0.01
24350 0.565406240307 0.665 0.7
24360 0.56526581208 0.665 0.7
24370 0.565125377512 0.665 0.7
24380 0.564984936603 0.665 0.7
24390 0.56484448935 0.665 0.7
24400 0.564704035752 0.665 0.7
24410 0.564563575808 0.665 0.7
24420 0.564520031961 0.0095 0.01
24430 0.564518025358 0.0095 0.01
24440 0.564516018753 0.0095 0.01
24450 0.564417089833 0.665 0.7
24460 0.564276616918 0.665 0.7
24470 0.56413613765 0.665 0.7
24480 0.563995652029 0.665 0.7
24490 0.563855160052 0.665 0.7
24500 0.563714661718 0.665 0.7
24510 0.563574157026 0.665 0.7
24520 0.563516749013 0.0095 0.01
24530 0.563514741762 0.0095 0.01
24540 0.56351273451 0.0095 0.01
24550 0.563427624374 0.665 0.7
24560 0.563287106686 0.665 0.7
24570 0.563146582635 0.665 0.7
24580 0.563006052218 0.665 0.7
24590 0.562865515434 0.665 0.7
24600 0.562724972281 0.665 0.7
24610 0.562584422758 0.665 0.7
24620 0.562513141652 0.0095 0.01
24630 0.562511133752 0.0095 0.01
24640 0.562509125849 0.0095 0.01
24650 0.562437843342 0.665 0.7
24660 0.5622972808 0.665 0.7
24670 0.562156711882 0.665 0.7
24680 0.562016136587 0.665 0.7
24690 0.561875554914 0.665 0.7
24700 0.56173496686 0.665 0.7
24710 0.561594372425 0.665 0.7
24720 0.561509209274 0.0095 0.01
24730 0.561507200723 0.0095 0.01
24740 0.56150519217 0.0095 0.01
24750 0.561447746159 0.665 0.7
24760 0.561307138681 0.665 0.7
24770 0.561166524816 0.665 0.7
24780 0.561025904563 0.665 0.7
24790 0.56088527792 0.665 0.7
24800 0.560744644884 0.665 0.7
24810 0.560604005456 0.665 0.7
24820 0.560504951286 0.0095 0.01
24830 0.560502942082 0.0095 0.01
24840 0.560500932878 0.0095 0.01
24850 0.560457332258 0.665 0.7
24860 0.560316679764 0.665 0.7
24870 0.560176020872 0.665 0.7
24880 0.560035355581 0.665 0.7
24890 0.559894683888 0.665 0.7
24900 0.559754005792 0.665 0.7
24910 0.559613321292 0.665 0.7
24920 0.559500367103 0.0095 0.01
24930 0.559498357247 0.0095 0.01
24940 0.559496347389 0.0095 0.01
24950 0.559466601079 0.665 0.7
24960 0.55932590349 0.665 0.7
24970 0.559185199493 0.665 0.7
24980 0.559044489085 0.665 0.7
24990 0.558903772264 0.665 0.7
25000 0.55876304903 0.665 0.7
25010 0.55862231938 0.665 0.7
25020 0.558495456153 0.0095 0.01
25030 0.558493445643 0.0095 0.01
25040 0.558491435131 0.0095 0.01
25050 0.558475552072 0.665 0.7
25060 0.558334809312 0.665 0.7
25070 0.558194060131 0.665 0.7
25080 0.55805330453 0.665 0.7
25090 0.557912542505 0.665 0.7
25100 0.557771774056 0.665 0.7
25110 0.55763099918 0.665 0.7
25120 0.557490217877 0.0095 0.01
25130 0.557488206706 0.0095 0.01
25140 0.557486195539 0.0095 0.01
25150 0.55748418437 0.665 0.7
25160 0.557343396689 0.665 0.7
25170 0.55720260225 0.665 0.7
25180 0.557061801379 0.665 0.7
25190 0.556920994075 0.665 0.7
25200 0.556780180335 0.665 0.7
25210 0.556639360159 0.665 0.7
25220 0.556498533544 0.0095 0.01
25230 0.556482639884 0.0095 0.01
25240 0.55648062806 0.0095 0.01
25250 0.556478616235 0.665 0.7
25260 0.556351665092 0.665 0.7
25270 0.556210825321 0.665 0.7
25280 0.556069979107 0.665 0.7
25290 0.555929126449 0.665 0.7
25300 0.555788267345 0.665 0.7
25310 0.555647401794 0.665 0.7
25320 0.555506529795 0.665 0.7
25330 0.555476744633 0.0095 0.01
25340 0.555474732151 0.0095 0.01
25350 0.555472719669 0.0095 0.01
25360 0.555359614002 0.665 0.7
25370 0.555218728825 0.665 0.7
25380 0.555077837195 0.665 0.7
25390 0.554936939111 0.665 0.7
25400 0.554796034571 0.665 0.7
25410 0.554655123573 0.665 0.7
25420 0.554514206117 0.665 0.7
25430 0.554470520419 0.0095 0.01
25440 0.554468507279 0.0095 0.01
25450 0.554466494138 0.0095 0.01
25460 0.554367242909 0.665 0.7
25470 0.554226312255 0.665 0.7
25480 0.554085375137 0.665 0.7
25490 0.553944431555 0.665 0.7
25500 0.553803481507 0.665 0.7
25510 0.553662524992 0.665 0.7
25520 0.553521562009 0.665 0.7
25530 0.55346396672 0.0095 0.01
25540 0.553461952921 0.0095 0.01
25550 0.55345993912 0.0095 0.01
25560 0.553374551312 0.665 0.7
25570 0.55323357511 0.665 0.7
25580 0.553092592435 0.665 0.7
25590 0.552951603285 0.665 0.7
25600 0.552810607661 0.665 0.7
25610 0.552669605559 0.665 0.7
25620 0.552528596978 0.665 0.7
25630 0.552457083024 0.0095 0.01
25640 0.552455068564 0.0095 0.01
25650 0.552453054103 0.0095 0.01
