%time SOC Ptotal Psensor1
34990 0.457730811969 0.665 0.7
35000 0.457585428205 0.665 0.7
35010 0.457440038078 0.665 0.7
35020 0.457323305977 0.0095 0.01
35030 0.457321228903 0.0095 0.01
35040 0.457319151828 0.0095 0.01
35050 0.457288410665 0.665 0.7
35060 0.457143007545 0.665 0.7
35070 0.456997598067 0.665 0.7
35080 0.456852182234 0.665 0.7
35090 0.456706760047 0.665 0.7
35100 0.456561331507 0.665 0.7
35110 0.456415896618 0.665 0.7
35120 0.456284792012 0.0095 0.01
35130 0.45628271429 0.0095 0.01
35140 0.456280636566 0.0095 0.01
35150 0.456264222537 0.665 0.7
35160 0.456118774681 0.665 0.7
35170 0.455973320479 0.665 0.7
35180 0.455827859935 0.665 0.7
35190 0.45568239305 0.665 0.7
35200 0.455536919826 0.665 0.7
35210 0.455391440265 0.665 0.7
35220 0.455245954368 0.0095 0.01
35230 0.455243875994 0.0095 0.01
35240 0.455241797624 0.0095 0.01
35250 0.455239719252 0.665 0.7
35260 0.455094227111 0.665 0.7
35270 0.454948728278 0.665 0.7
35280 0.454803223115 0.665 0.7
35290 0.454657711624 0.665 0.7
35300 0.454512193808 0.665 0.7
35310 0.454366669667 0.665 0.7
35320 0.454221139204 0.0095 0.01
35330 0.454204714692 0.0095 0.01
35340 0.454202635677 0.0095 0.01
35350 0.45420055666 0.665 0.7
35360 0.454069365486 0.665 0.7
35370 0.453923822114 0.665 0.7
35380 0.453778272426 0.665 0.7
35390 0.453632716423 0.665 0.7
35400 0.453487154108 0.665 0.7
35410 0.453341585482 0.665 0.7
35420 0.453196010548 0.665 0.7
35430 0.453165231073 0.0095 0.01
35440 0.453163151413 0.0095 0.01
35450 0.453161071752 0.0095 0.01
35460 0.453044190467 0.665 0.7
35470 0.452898602651 0.665 0.7
35480 0.452753008533 0.665 0.7
35490 0.452607408114 0.665 0.7
35500 0.452461801396 0.665 0.7
35510 0.452316188381 0.665 0.7
35520 0.452170569071 0.665 0.7
35530 0.452125425835 0.0095 0.01
35540 0.452123345533 0.0095 0.01
35550 0.45212126523 0.0095 0.01
35560 0.452018702728 0.665 0.7
35570 0.451873070565 0.665 0.7
35580 0.451727432113 0.665 0.7
35590 0.451581787374 0.665 0.7
35600 0.45143613635 0.665 0.7
35610 0.451290479043 0.665 0.7
35620 0.451144815456 0.665 0.7
35630 0.451085299692 0.0095 0.01
35640 0.451083218749 0.0095 0.01
35650 0.451081137804 0.0095 0.01
35660 0.450992902952 0.665 0.7
35670 0.45084722654 0.665 0.7
35680 0.450701543853 0.665 0.7
35690 0.450555854893 0.665 0.7
35700 0.450410159662 0.665 0.7
35710 0.450264458162 0.665 0.7
35720 0.450118750396 0.665 0.7
35730 0.450044853367 0.0095 0.01
35740 0.450042771784 0.0095 0.01
35750 0.4500406902 0.0095 0.01
35760 0.449966791836 0.665 0.7
35770 0.449821071274 0.665 0.7
35780 0.449675344451 0.665 0.7
35790 0.44952961137 0.665 0.7
35800 0.449383872033 0.665 0.7
35810 0.449238126441 0.665 0.7
35820 0.449092374596 0.665 0.7
35830 0.449004087596 0.0095 0.01
35840 0.449002005375 0.0095 0.01
35850 0.448999923152 0.0095 0.01
35860 0.448940370085 0.665 0.7
35870 0.448794605475 0.665 0.7
35880 0.448648834618 0.665 0.7
35890 0.448503057518 0.665 0.7
35900 0.448357274175 0.665 0.7
35910 0.448211484593 0.665 0.7
35920 0.448065688773 0.665 0.7
35930 0.447963003126 0.0095 0.01
35940 0.447960920268 0.0095 0.01
35950 0.447958837409 0.0095 0.01
35960 0.447913638418 0.665 0.7
35970 0.447767829861 0.665 0.7
35980 0.447622015074 0.665 0.7
35990 0.447476194057 0.665 0.7
36000 0.447330366813 0.665 0.7
36010 0.447184533344 0.665 0.7
36020 0.447038693653 0.665 0.7
36030 0.446921600717 0.0095 0.01
36040 0.446919517223 0.0095 0.01
36050 0.446917433729 0.0095 0.01
36060 0.446886597562 0.665 0.7
36070 0.446740745164 0.665 0.7
36080 0.44659488655 0.665 0.7
36090 0.446449021722 0.665 0.7
36100 0.446303150682 0.665 0.7
36110 0.446157273431 0.665 0.7
36120 0.446011389973 0.665 0.7
36130 0.445879881137 0.0095 0.01
36140 0.445877797011 0.0095 0.01
36150 0.445875712883 0.0095 0.01
36160 0.445859248257 0.665 0.7
36170 0.445713352124 0.665 0.7
36180 0.44556744979 0.665 0.7
36190 0.445421541256 0.665 0.7
36200 0.445275626526 0.665 0.7
36210 0.445129705601 0.665 0.7
36220 0.444983778484 0.665 0.7
36230 0.444837845176 0.0095 0.01
36240 0.444835760412 0.0095 0.01
36250 0.444833675652 0.0095 0.01
36260 0.44483159089 0.665 0.7
36270 0.444685651492 0.665 0.7
36280 0.444539705545 0.665 0.7
36290 0.444393753415 0.665 0.7
36300 0.444247795103 0.665 0.7
36310 0.444101830611 0.665 0.7
36320 0.443955859943 0.665 0.7
36330 0.443809883099 0.0095 0.01
36340 0.44379340822 0.0095 0.01
36350 0.443791322829 0.0095 0.01
36360 0.443789237438 0.665 0.7
36370 0.443657644032 0.665 0.7
36380 0.443511654581 0.665 0.7
36390 0.443365658963 0.665 0.7
36400 0.443219657178 0.665 0.7
36410 0.44307364923 0.665 0.7
36420 0.442927635121 0.665 0.7
36430 0.442781614852 0.665 0.7
36440 0.44275074124 0.0095 0.01
36450 0.44274865522 0.0095 0.01
36460 0.4427465692 0.0095 0.01
36470 0.442629330516 0.665 0.7
36480 0.442483297672 0.665 0.7
36490 0.442337258676 0.665 0.7
36500 0.44219121353 0.665 0.7
36510 0.442045162237 0.665 0.7
36520 0.441899104798 0.665 0.7
36530 0.441753041216 0.665 0.7
36540 0.441707760287 0.0095 0.01
36550 0.44170567364 0.0095 0.01
36560 0.441703586992 0.0095 0.01
36570 0.441600711727 0.665 0.7
36580 0.441454635602 0.665 0.7
36590 0.441308553342 0.665 0.7
36600 0.441162464947 0.665 0.7
36610 0.441016370421 0.665 0.7
36620 0.440870269765 0.665 0.7
36630 0.440724162983 0.665 0.7
36640 0.440664466187 0.0095 0.01
36650 0.440662378915 0.0095 0.01
36660 0.440660291642 0.0095 0.01
36670 0.44057178846 0.665 0.7
36680 0.440425669168 0.665 0.7
36690 0.440279543756 0.665 0.7
36700 0.440133412227 0.665 0.7
36710 0.439987274582 0.665 0.7
36720 0.439841130825 0.665 0.7
36730 0.439694980956 0.665 0.7
36740 0.439620859779 0.0095 0.01
36750 0.439618771883 0.0095 0.01
36760 0.439616683986 0.0095 0.01
36770 0.439542561519 0.665 0.7
36780 0.439396399175 0.665 0.7
36790 0.439250230727 0.665 0.7
36800 0.439104056179 0.665 0.7
36810 0.438957875531 0.665 0.7
36820 0.438811688787 0.665 0.7
36830 0.438665495949 0.665 0.7
36840 0.43857694191 0.0095 0.01
36850 0.438574853392 0.0095 0.01
36860 0.438572764873 0.0095 0.01
36870 0.438513031719 0.665 0.7
36880 0.438366826439 0.665 0.7
36890 0.438220615072 0.665 0.7
36900 0.438074397621 0.665 0.7
36910 0.437928174088 0.665 0.7
36920 0.437781944475 0.665 0.7
36930 0.437635708785 0.665 0.7
36940 0.43753271344 0.0095 0.01
36950 0.437530624302 0.0095 0.01
36960 0.437528535162 0.0095 0.01
36970 0.437483199884 0.665 0.7
36980 0.437336951786 0.665 0.7
36990 0.437190697618 0.665 0.7
37000 0.437044437383 0.665 0.7
37010 0.436898171082 0.665 0.7
37020 0.436751898719 0.665 0.7
37030 0.436605620296 0.665 0.7
37040 0.436488175239 0.0095 0.01
37050 0.436486085482 0.0095 0.01
37060 0.436483995723 0.0095 0.01
37070 0.436453066849 0.665 0.7
37080 0.436306776053 0.665 0.7
37090 0.436160479203 0.665 0.7
37100 0.436014176304 0.665 0.7
37110 0.435867867356 0.665 0.7
37120 0.435721552363 0.665 0.7
37130 0.435575231326 0.665 0.7
37140 0.435443328186 0.0095 0.01
37150 0.435441237812 0.0095 0.01
37160 0.435439147437 0.0095 0.01
37170 0.435422633459 0.665 0.7
37180 0.435276300085 0.665 0.7
37190 0.435129960675 0.665 0.7
37200 0.434983615232 0.665 0.7
37210 0.434837263758 0.665 0.7
37220 0.434690906256 0.665 0.7
37230 0.434544542729 0.665 0.7
37240 0.434398173178 0.0095 0.01
37250 0.434396082183 0.0095 0.01
37260 0.434393991193 0.0095 0.01
37270 0.434391900202 0.665 0.7
37280 0.434245524738 0.665 0.7
37290 0.43409914289 0.665 0.7
37300 0.433952755027 0.665 0.7
37310 0.43380636115 0.665 0.7
37320 0.433659961262 0.665 0.7
37330 0.433513555366 0.665 0.7
37340 0.433367143465 0.0095 0.01
37350 0.433350619497 0.0095 0.01
37360 0.433348527894 0.0095 0.01
37370 0.433346436289 0.665 0.7
37380 0.433214450879 0.665 0.7
37390 0.433068026717 0.665 0.7
37400 0.432921596556 0.665 0.7
37410 0.4327751604 0.665 0.7
37420 0.432628718251 0.665 0.7
37430 0.432482270112 0.665 0.7
37440 0.432335815984 0.665 0.7
37450 0.432304850664 0.0095 0.01
37460 0.432302758449 0.0095 0.01
37470 0.432300666233 0.0095 0.01
37480 0.432183079383 0.665 0.7
37490 0.432036613031 0.665 0.7
37500 0.431890140699 0.665 0.7
37510 0.431743662389 0.665 0.7
37520 0.431597178104 0.665 0.7
37530 0.431450687847 0.665 0.7
37540 0.43130419162 0.665 0.7
37550 0.431258776606 0.0095 0.01
37560 0.431256683781 0.0095 0.01
37570 0.431254590956 0.0095 0.01
37580 0.431151411133 0.665 0.7
37590 0.431004902718 0.665 0.7
37600 0.430858388341 0.665 0.7
37610 0.430711868005 0.665 0.7
37620 0.430565341711 0.665 0.7
37630 0.430418809463 0.665 0.7
37640 0.430272271263 0.665 0.7
37650 0.430212398253 0.0095 0.01
37660 0.430210304821 0.0095 0.01
37670 0.430208211388 0.0095 0.01
37680 0.430119447026 0.665 0.7
37690 0.429972896675 0.665 0.7
37700 0.429826340381 0.665 0.7
37710 0.429679778146 0.665 0.7
37720 0.429533209971 0.665 0.7
37730 0.429386635861 0.665 0.7
37740 0.429240055818 0.665 0.7
37750 0.429165716548 0.0095 0.01
37760 0.42916362251 0.0095 0.01
37770 0.42916152847 0.0095 0.01
37780 0.429087187963 0.665 0.7
37790 0.428940595806 0.665 0.7
37800 0.428793997724 0.665 0.7
37810 0.428647393719 0.665 0.7
37820 0.428500783794 0.665 0.7
37830 0.428354167951 0.665 0.7
37840 0.428207546194 0.665 0.7
37850 0.428118732439 0.0095 0.01
37860 0.428116637797 0.0095 0.01
37870 0.428114543154 0.0095 0.01
37880 0.428054634857 0.665 0.7
37890 0.427908001025 0.665 0.7
37900 0.427761361285 0.665 0.7
37910 0.427614715642 0.665 0.7
37920 0.427468064096 0.665 0.7
37930 0.427321406652 0.665 0.7
37940 0.427174743312 0.665 0.7
37950 0.427071446889 0.0095 0.01
37960 0.427069351645 0.0095 0.01
37970 0.427067256399 0.0095 0.01
37980 0.427021788631 0.665 0.7
37990 0.426875113254 0.665 0.7
38000 0.426728431989 0.665 0.7
38010 0.426581744838 0.665 0.7
38020 0.426435051805 0.665 0.7
38030 0.426288352892 0.665 0.7
38040 0.426141648101 0.665 0.7
38050 0.426023860865 0.0095 0.01
38060 0.426021765021 0.0095 0.01
38070 0.426019669176 0.0095 0.01
38080 0.425988650215 0.665 0.7
38090 0.425841933426 0.665 0.7
38100 0.425695210768 0.665 0.7
38110 0.425548482244 0.665 0.7
38120 0.425401747856 0.665 0.7
38130 0.425255007607 0.665 0.7
38140 0.4251082615 0.665 0.7
38150 0.424975975348 0.0095 0.01
38160 0.424973878906 0.0095 0.01
38170 0.424971782462 0.0095 0.01
38180 0.424955220547 0.665 0.7
38190 0.424808462481 0.665 0.7
38200 0.424661698565 0.665 0.7
38210 0.424514928801 0.665 0.7
38220 0.424368153193 0.665 0.7
38230 0.424221371744 0.665 0.7
38240 0.424074584455 0.665 0.7
38250 0.42392779133 0.0095 0.01
38260 0.423925694287 0.0095 0.01
38270 0.423923597247 0.0095 0.01
38280 0.423921500207 0.665 0.7
38290 0.423774701368 0.665 0.7
38300 0.423627896329 0.665 0.7
38310 0.423481085462 0.665 0.7
38320 0.42333426877 0.665 0.7
38330 0.423187446255 0.665 0.7
38340 0.423040617921 0.665 0.7
38350 0.42289378377 0.0095 0.01
38360 0.422877212161 0.0095 0.01
38370 0.422875114527 0.0095 0.01
38380 0.422873016893 0.665 0.7
38390 0.422740651045 0.665 0.7
38400 0.422593805019 0.665 0.7
38410 0.422446953186 0.665 0.7
38420 0.422300095546 0.665 0.7
38430 0.422153232104 0.665 0.7
38440 0.422006362862 0.665 0.7
38450 0.421859487822 0.665 0.7
38460 0.421828433534 0.0095 0.01
38470 0.421826335308 0.0095 0.01
38480 0.421824237082 0.0095 0.01
38490 0.421706312477 0.665 0.7
38500 0.421559425604 0.665 0.7
38510 0.421412532941 0.665 0.7
38520 0.421265634493 0.665 0.7
38530 0.421118730261 0.665 0.7
38540 0.420971820249 0.665 0.7
38550 0.42082490446 0.665 0.7
38560 0.420779359421 0.0095 0.01
38570 0.420777260606 0.0095 0.01
38580 0.420775161789 0.0095 0.01
38590 0.42067168664 0.665 0.7
38600 0.420524759057 0.665 0.7
38610 0.420377825705 0.665 0.7
38620 0.420230886586 0.665 0.7
38630 0.420083941705 0.665 0.7
38640 0.419936991063 0.665 0.7
38650 0.419790034664 0.665 0.7
38660 0.419729990845 0.0095 0.01
38670 0.419727891442 0.0095 0.01
38680 0.419725792037 0.0095 0.01
38690 0.419636774515 0.665 0.7
38700 0.419489806363 0.665 0.7
38710 0.419342832461 0.665 0.7
38720 0.419195852814 0.665 0.7
38730 0.419048867423 0.665 0.7
38740 0.418901876292 0.665 0.7
38750 0.418754879423 0.665 0.7
38760 0.418680328838 0.0095 0.01
38770 0.418678228849 0.0095 0.01
38780 0.418676128858 0.0095 0.01
38790 0.418601577093 0.665 0.7
38800 0.418454568512 0.665 0.7
38810 0.418307554203 0.665 0.7
38820 0.418160534167 0.665 0.7
38830 0.418013508409 0.665 0.7
38840 0.41786647693 0.665 0.7
38850 0.417719439735 0.665 0.7
38860 0.41763037444 0.0095 0.01
38870 0.417628273867 0.0095 0.01
38880 0.417626173292 0.0095 0.01
38890 0.417566095371 0.665 0.7
38900 0.417419046505 0.665 0.7
38910 0.41727199193 0.665 0.7
38920 0.417124931649 0.665 0.7
38930 0.416977865666 0.665 0.7
38940 0.416830793983 0.665 0.7
38950 0.416683716603 0.665 0.7
38960 0.416580128698 0.0095 0.01
38970 0.416578027543 0.0095 0.01
38980 0.416575926387 0.0095 0.01
38990 0.416530330356 0.665 0.7
39000 0.416383241347 0.665 0.7
39010 0.41623614665 0.665 0.7
39020 0.416089046268 0.665 0.7
39030 0.415941940204 0.665 0.7
39040 0.415794828461 0.665 0.7
39050 0.415647711041 0.665 0.7
39060 0.415529592668 0.0095 0.01
39070 0.415527490933 0.0095 0.01
39080 0.415525389198 0.0095 0.01
39090 0.41549428306 0.665 0.7
39100 0.415347154053 0.665 0.7
39110 0.415200019379 0.665 0.7
39120 0.41505287904 0.665 0.7
39130 0.41490573304 0.665 0.7
39140 0.414758581381 0.665 0.7
39150 0.414611424067 0.665 0.7
39160 0.414478767414 0.0095 0.01
39170 0.414476665102 0.0095 0.01
39180 0.414474562789 0.0095 0.01
39190 0.414457954504 0.665 0.7
39200 0.414310785645 0.665 0.7
39210 0.414163611139 0.665 0.7
39220 0.41401643099 0.665 0.7
39230 0.413869245199 0.665 0.7
39240 0.413722053771 0.665 0.7
39250 0.413574856708 0.665 0.7
39260 0.413427654013 0.0095 0.01
39270 0.413425551121 0.0095 0.01
39280 0.413423448232 0.0095 0.01
39290 0.413421345343 0.665 0.7
39300 0.413274137151 0.665 0.7
39310 0.41312692296 0.665 0.7
39320 0.412979703146 0.665 0.7
39330 0.412832477713 0.665 0.7
39340 0.412685246662 0.665 0.7
39350 0.412538009998 0.665 0.7
39360 0.412390767723 0.0095 0.01
39370 0.412374150067 0.0095 0.01
39380 0.412372046606 0.0095 0.01
39390 0.412369943143 0.665 0.7
39400 0.412237209607 0.665 0.7
39410 0.412089955878 0.665 0.7
39420 0.411942696548 0.665 0.7
39430 0.411795431619 0.665 0.7
39440 0.411648161095 0.665 0.7
39450 0.411500884977 0.665 0.7
39460 0.41135360327 0.665 0.7
39470 0.411322463028 0.0095 0.01
39480 0.411320358995 0.0095 0.01
39490 0.411318254962 0.0095 0.01
39500 0.411200004055 0.665 0.7
39510 0.411052710938 0.665 0.7
39520 0.41090541224 0.665 0.7
39530 0.410758107965 0.665 0.7
39540 0.410610798115 0.665 0.7
39550 0.410463482693 0.665 0.7
39560 0.410316161703 0.665 0.7
39570 0.410270491096 0.0095 0.01
39580 0.410268386494 0.0095 0.01
39590 0.410266281892 0.0095 0.01
39600 0.410162521545 0.665 0.7
39610 0.410015189189 0.665 0.7
39620 0.409867851273 0.665 0.7
39630 0.409720507801 0.665 0.7
39640 0.409573158776 0.665 0.7
39650 0.4094258042 0.665 0.7
39660 0.409278444077 0.665 0.7
39670 0.40921823537 0.0095 0.01
39680 0.409216130203 0.0095 0.01
39690 0.409214025034 0.0095 0.01
39700 0.409124763133 0.665 0.7
39710 0.408977391687 0.665 0.7
39720 0.408830014704 0.665 0.7
39730 0.408682632186 0.665 0.7
39740 0.408535244136 0.665 0.7
39750 0.408387850558 0.665 0.7
39760 0.408240451453 0.665 0.7
39770 0.408165696959 0.0095 0.01
39780 0.408163591227 0.0095 0.01
39790 0.408161485494 0.0095 0.01
39800 0.40808672988 0.665 0.7
39810 0.407939319497 0.665 0.7
39820 0.407791903598 0.665 0.7
39830 0.407644482185 0.665 0.7
39840 0.407497055263 0.665 0.7
39850 0.407349622833 0.665 0.7
39860 0.407202184899 0.665 0.7
39870 0.407112876975 0.0095 0.01
39880 0.407110770681 0.0095 0.01
39890 0.407108664386 0.0095 0.01
39900 0.407048422855 0.665 0.7
39910 0.406900973687 0.665 0.7
39920 0.406753519024 0.665 0.7
39930 0.406606058869 0.665 0.7
39940 0.406458593226 0.665 0.7
39950 0.406311122098 0.665 0.7
39960 0.406163645487 0.665 0.7
39970 0.406059776538 0.0095 0.01
39980 0.406057669684 0.0095 0.01
39990 0.406055562829 0.0095 0.01
40000 0.406009843132 0.665 0.7
40010 0.405862355332 0.665 0.7
40020 0.405714862058 0.665 0.7
40030 0.405567363315 0.665 0.7
40040 0.405419859105 0.665 0.7
40050 0.405272349431 0.665 0.7
40060 0.405124834297 0.665 0.7
40070 0.405006396773 0.0095 0.01
40080 0.405004289362 0.0095 0.01
40090 0.405002181949 0.0095 0.01
40100 0.404970991792 0.665 0.7
40110 0.404823465513 0.665 0.7
40120 0.404675933783 0.665 0.7
40130 0.404528396604 0.665 0.7
40140 0.404380853982 0.665 0.7
40150 0.404233305917 0.665 0.7
40160 0.404085752414 0.665 0.7
40170 0.403952738812 0.0095 0.01
40180 0.403950630846 0.0095 0.01
40190 0.403948522878 0.0095 0.01
40200 0.40393186992 0.665 0.7
40210 0.403784305317 0.665 0.7
40220 0.403636735284 0.665 0.7
40230 0.403489159826 0.665 0.7
40240 0.403341578946 0.665 0.7
40250 0.403193992645 0.665 0.7
40260 0.403046400929 0.665 0.7
40270 0.402898803799 0.0095 0.01
40280 0.402896695274 0.0095 0.01
40290 0.402894586753 0.0095 0.01
40300 0.402892478231 0.665 0.7
40310 0.402744875835 0.665 0.7
40320 0.402597267656 0.665 0.7
40330 0.402449654074 0.665 0.7
40340 0.402302035091 0.665 0.7
40350 0.402154410711 0.665 0.7
40360 0.402006780936 0.665 0.7
40370 0.401859145771 0.0095 0.01
40380 0.401842483789 0.0095 0.01
40390 0.401840374717 0.0095 0.01
40400 0.401838265645 0.665 0.7
40410 0.401705178165 0.665 0.7
40420 0.401557531996 0.665 0.7
40430 0.401409880446 0.665 0.7
40440 0.401262223517 0.665 0.7
40450 0.401114561214 0.665 0.7
40460 0.400966893538 0.665 0.7
40470 0.400819220493 0.665 0.7
40480 0.40078799754 0.0095 0.01
40490 0.40078588792 0.0095 0.01
40500 0.400783778299 0.0095 0.01
40510 0.40066521341 0.665 0.7
40520 0.400517529407 0.665 0.7
40530 0.400369840046 0.665 0.7
40540 0.400222145329 0.665 0.7
40550 0.400074445259 0.665 0.7
40560 0.399926739839 0.665 0.7
40570 0.399779029073 0.665 0.7
40580 0.39973323768 0.0095 0.01
40590 0.399731127514 0.0095 0.01
40600 0.399729017347 0.0095 0.01
40610 0.399624982676 0.665 0.7
40620 0.399477260997 0.665 0.7
40630 0.399329533983 0.665 0.7
40640 0.399181801635 0.665 0.7
40650 0.399034063956 0.665 0.7
40660 0.39888632095 0.665 0.7
40670 0.398738572621 0.665 0.7
40680 0.398678205368 0.0095 0.01
40690 0.398676094658 0.0095 0.01
40700 0.398673983947 0.0095 0.01
40710 0.398584487075 0.665 0.7
40720 0.398436727879 0.665 0.7
40730 0.398288963369 0.665 0.7
40740 0.398141193549 0.665 0.7
40750 0.39799341842 0.665 0.7
40760 0.397845637987 0.665 0.7
40770 0.397697852253 0.665 0.7
40780 0.397622901768 0.0095 0.01
40790 0.397620790517 0.0095 0.01
40800 0.397618679264 0.0095 0.01
40810 0.397543727723 0.665 0.7
40820 0.397395931169 0.665 0.7
40830 0.397248129323 0.665 0.7
40840 0.397100322189 0.665 0.7
40850 0.39695250977 0.665 0.7
40860 0.396804692069 0.665 0.7
40870 0.396656869089 0.665 0.7
40880 0.396567328047 0.0095 0.01
40890 0.396565216257 0.0095 0.01
40900 0.396563104465 0.0095 0.01
40910 0.396502705742 0.665 0.7
40920 0.396354871988 0.665 0.7
40930 0.396207032966 0.665 0.7
40940 0.396059188678 0.665 0.7
40950 0.395911339128 0.665 0.7
40960 0.395763484318 0.665 0.7
40970 0.395615624253 0.665 0.7
40980 0.395511485378 0.0095 0.01
40990 0.395509373051 0.0095 0.01
41000 0.395507260722 0.0095 0.01
41010 0.395461422256 0.665 0.7
41020 0.395313551463 0.665 0.7
41030 0.395165675424 0.665 0.7
41040 0.395017794143 0.665 0.7
41050 0.394869907621 0.665 0.7
41060 0.394722015864 0.665 0.7
41070 0.394574118873 0.665 0.7
41080 0.394455374937 0.0095 0.01
41090 0.394453262075 0.0095 0.01
41100 0.394451149213 0.0095 0.01
41110 0.394419878393 0.665 0.7
41120 0.394271970721 0.665 0.7
41130 0.394124057827 0.665 0.7
41140 0.393976139712 0.665 0.7
41150 0.393828216381 0.665 0.7
41160 0.393680287836 0.665 0.7
41170 0.393532354081 0.665 0.7
41180 0.393398997905 0.0095 0.01
41190 0.393396884511 0.0095 0.01
41200 0.393394771116 0.0095 0.01
41210 0.393378075286 0.665 0.7
41220 0.393230130897 0.665 0.7
41230 0.393082181307 0.665 0.7
41240 0.392934226521 0.665 0.7
41250 0.392786266541 0.665 0.7
41260 0.39263830137 0.665 0.7
41270 0.392490331012 0.665 0.7
41280 0.39234235547 0.0095 0.01
41290 0.392340241541 0.0095 0.01
41300 0.392338127617 0.0095 0.01
41310 0.392336013691 0.665 0.7
41320 0.392188033125 0.665 0.7
41330 0.392040047003 0.665 0.7
41340 0.391892055706 0.665 0.7
41350 0.391744059239 0.665 0.7
41360 0.391596057604 0.665 0.7
41370 0.391448050805 0.665 0.7
41380 0.391300038845 0.0095 0.01
41390 0.391283334354 0.0095 0.01
41400 0.391281219902 0.0095 0.01
41410 0.391279105449 0.665 0.7
41420 0.391145678546 0.665 0.7
41430 0.390997656052 0.665 0.7
41440 0.390849628408 0.665 0.7
41450 0.390701595616 0.665 0.7
41460 0.390553557679 0.665 0.7
41470 0.390405514601 0.665 0.7
41480 0.390257466385 0.665 0.7
41490 0.390226164139 0.0095 0.01
41500 0.390224049163 0.0095 0.01
41510 0.390221934185 0.0095 0.01
41520 0.390103068301 0.665 0.7
41530 0.3899550096 0.665 0.7
41540 0.38980694577 0.665 0.7
41550 0.389658876815 0.665 0.7
41560 0.389510802739 0.665 0.7
41570 0.389362723545 0.665 0.7
41580 0.389214639236 0.665 0.7
41590 0.389168732092 0.0095 0.01
41600 0.389166616592 0.0095 0.01
41610 0.389164501092 0.0095 0.01
41620 0.389060203537 0.665 0.7
41630 0.38891210879 0.665 0.7
41640 0.388764008937 0.665 0.7
41650 0.388615903983 0.665 0.7
41660 0.38846779393 0.665 0.7
41670 0.388319678783 0.665 0.7
41680 0.388171558544 0.665 0.7
41690 0.388111039407 0.0095 0.01
41700 0.388108923388 0.0095 0.01
41710 0.388106807367 0.0095 0.01
41720 0.388017085401 0.665 0.7
41730 0.387868954771 0.665 0.7
41740 0.387720819059 0.665 0.7
41750 0.387572678268 0.665 0.7
41760 0.387424532403 0.665 0.7
41770 0.387276381466 0.665 0.7
41780 0.38712822546 0.665 0.7
41790 0.387053087284 0.0095 0.01
41800 0.387050970747 0.0095 0.01
41810 0.387048854209 0.0095 0.01
41820 0.386973715043 0.665 0.7
41830 0.386825548694 0.665 0.7
41840 0.386677377286 0.665 0.7
41850 0.386529200823 0.665 0.7
41860 0.386381019308 0.665 0.7
41870 0.386232832745 0.665 0.7
41880 0.386084641136 0.665 0.7
41890 0.385994876925 0.0095 0.01
41900 0.385992759872 0.0095 0.01
41910 0.385990642819 0.0095 0.01
41920 0.385930093616 0.665 0.7
41930 0.385781891711 0.665 0.7
41940 0.385633684771 0.665 0.7
41950 0.385485472799 0.665 0.7
41960 0.385337255799 0.665 0.7
41970 0.385189033773 0.665 0.7
41980 0.385040806726 0.665 0.7
41990 0.384936409532 0.0095 0.01
42000 0.384934291966 0.0095 0.01
42010 0.3849321744 0.0095 0.01
42020 0.384886222273 0.665 0.7
42030 0.384737984977 0.665 0.7
42040 0.384589742669 0.665 0.7
42050 0.384441495352 0.665 0.7
42060 0.38429324303 0.665 0.7
42070 0.384144985707 0.665 0.7
42080 0.383996723385 0.665 0.7
42090 0.38387768631 0.0095 0.01
42100 0.383875568234 0.0095 0.01
42110 0.383873450157 0.0095 0.01
42120 0.38384210217 0.665 0.7
42130 0.383693829647 0.665 0.7
42140 0.383545552135 0.665 0.7
42150 0.383397269638 0.665 0.7
42160 0.38324898216 0.665 0.7
42170 0.383100689702 0.665 0.7
42180 0.38295239227 0.665 0.7
42190 0.382818708466 0.0095 0.01
42200 0.382816589882 0.0095 0.01
42210 0.382814471297 0.0095 0.01
42220 0.382797734466 0.665 0.7
42230 0.38264942688 0.665 0.7
42240 0.382501114329 0.665 0.7
42250 0.382352796816 0.665 0.7
42260 0.382204474345 0.665 0.7
42270 0.382056146918 0.665 0.7
42280 0.38190781454 0.665 0.7
42290 0.381759477213 0.0095 0.01
42300 0.381757358118 0.0095 0.01
42310 0.381755239027 0.0095 0.01
42320 0.381753119936 0.665 0.7
42330 0.381604777833 0.665 0.7
42340 0.381456430408 0.665 0.7
42350 0.381308078044 0.665 0.7
42360 0.381159720744 0.665 0.7
42370 0.381011358513 0.665 0.7
42380 0.380862991354 0.665 0.7
42390 0.380714619269 0.0095 0.01
42400 0.380697874151 0.0095 0.01
42410 0.380695754557 0.0095 0.01
42420 0.380693634962 0.665 0.7
42430 0.380559883668 0.665 0.7
42440 0.380411501532 0.665 0.7
42450 0.380263114481 0.665 0.7
42460 0.380114722519 0.665 0.7
42470 0.379966325648 0.665 0.7
42480 0.379817923872 0.665 0.7
42490 0.379669517194 0.665 0.7
42500 0.37963813919 0.0095 0.01
42510 0.379636019096 0.0095 0.01
42520 0.379633899 0.0095 0.01
42530 0.379514745542 0.665 0.7
42540 0.379366328861 0.665 0.7
42550 0.379217907289 0.665 0.7
42560 0.379069480828 0.665 0.7
42570 0.378921049482 0.665 0.7
42580 0.378772613255 0.665 0.7
42590 0.378624172149 0.665 0.7
42600 0.378578154446 0.0095 0.01
42610 0.378576033853 0.0095 0.01
42620 0.378573913259 0.0095 0.01
