%time SOC Ptotal Psensor1 Ppv Ipv
0 0 2 2 0.307692307692 0
10 0.799608724225 1.69230769231 2 0.307692307692 0.0879120879121
20 0.799189728651 1.69230769231 2 0.307692307692 0.0879120879121
30 0.798770753524 -0.297692307692 0.01 0.307692307692 0.0879120879121
40 0.798710653271 -0.297692307692 0.01 0.307692307692 0.0879120879121
50 0.798690428431 -0.297692307692 0.01 0.307692307692 0.0879120879121
60 0.798670205796 -0.297692307692 0.01 0.307692307692 0.0879120879121
70 0.798649985364 -0.297692307692 0.01 0.307692307692 0.0879120879121
80 0.798629767137 -0.297692307692 0.01 0.307692307692 0.0879120879121
90 0.798609551113 -0.297692307692 0.01 0.307692307692 0.0879120879121
100 0.798589337292 1.69230769231 2 0.769230769231 0.0879120879121
110 0.79828425374 1.23076923077 2 0.769230769231 0.21978021978
120 0.797957811483 1.23076923077 2 0.769230769231 0.21978021978
130 0.797631389749 1.23076923077 2 0.769230769231 0.21978021978
140 0.797304988543 -0.759230769231 0.01 0.769230769231 0.21978021978
150 0.79733752706 -0.759230769231 0.01 0.769230769231 0.21978021978
160 0.797409936997 -0.759230769231 0.01 0.769230769231 0.21978021978
170 0.797482338036 -0.759230769231 0.01 0.769230769231 0.21978021978
180 0.797554730179 -0.759230769231 0.01 0.769230769231 0.21978021978
190 0.797627113427 -0.759230769231 0.01 0.769230769231 0.21978021978
200 0.797699487781 1.23076923077 2 1.07692307692 0.21978021978
210 0.797462290015 0.923076923077 2 1.07692307692 0.307692307692
220 0.797197564003 0.923076923077 2 1.07692307692 0.307692307692
230 0.796932857102 0.923076923077 2 1.07692307692 0.307692307692
240 0.796668169314 -1.06692307692 0.01 1.07692307692 0.307692307692
250 0.796762444564 -1.06692307692 0.01 1.07692307692 0.307692307692
260 0.796896585094 -1.06692307692 0.01 1.07692307692 0.307692307692
270 0.797030707903 -1.06692307692 0.01 1.07692307692 0.307692307692
280 0.797164812993 -1.06692307692 0.01 1.07692307692 0.307692307692
290 0.797298900364 -1.06692307692 0.01 1.07692307692 0.307692307692
300 0.797432970019 -0.0769230769231 1 1.38461538462 0.307692307692
310 0.797437808433 -0.384615384615 1 1.38461538462 0.395604395604
320 0.797435140371 -1.37461538462 0.01 1.38461538462 0.395604395604
330 0.797611009004 -1.37461538462 0.01 1.38461538462 0.395604395604
340 0.797806687777 -1.37461538462 0.01 1.38461538462 0.395604395604
350 0.798002338874 -1.37461538462 0.01 1.38461538462 0.395604395604
360 0.798197962295 -1.37461538462 0.01 1.38461538462 0.395604395604
370 0.79839355804 -1.37461538462 0.01 1.38461538462 0.395604395604
380 0.798589126111 -1.37461538462 0.01 1.38461538462 0.395604395604
390 0.798784666507 -1.37461538462 0.01 1.38461538462 0.395604395604
400 0.798980179229 0.615384615385 2 0.615384615385 0.395604395604
410 0.798693559742 -0.605384615385 0.01 0.615384615385 0.175824175824
420 0.798695113538 -0.605384615385 0.01 0.615384615385 0.175824175824
430 0.798736534979 -0.605384615385 0.01 0.615384615385 0.175824175824
440 0.798777951519 -0.605384615385 0.01 0.615384615385 0.175824175824
450 0.798819363161 -0.605384615385 0.01 0.615384615385 0.175824175824
460 0.798860769904 -0.605384615385 0.01 0.615384615385 0.175824175824
470 0.798902171749 -0.605384615385 0.01 0.615384615385 0.175824175824
480 0.798943568697 -0.605384615385 0.01 0.615384615385 0.175824175824
490 0.798984960748 -0.605384615385 0.01 0.615384615385 0.175824175824
500 0.799026347902 0.384615384615 1 0.461538461538 0.175824175824
510 0.798864566986 0.538461538462 1 0.461538461538 0.131868131868
520 0.798676801818 0.538461538462 1 0.461538461538 0.131868131868
530 0.79848905237 0.538461538462 1 0.461538461538 0.131868131868
540 0.798301318644 -0.451538461538 0.01 0.461538461538 0.131868131868
550 0.798292128092 -0.451538461538 0.01 0.461538461538 0.131868131868
560 0.798302773245 -0.451538461538 0.01 0.461538461538 0.131868131868
570 0.798313417188 -0.451538461538 0.01 0.461538461538 0.131868131868
580 0.798324059922 -0.451538461538 0.01 0.461538461538 0.131868131868
590 0.798334701447 -0.451538461538 0.01 0.461538461538 0.131868131868
600 0.798345341762 1.53846153846 2 0.769230769231 0.131868131868
610 0.798046439451 -0.759230769231 0.01 0.769230769231 0.21978021978
620 0.798078891306 -0.759230769231 0.01 0.769230769231 0.21978021978
630 0.79815121014 -0.759230769231 0.01 0.769230769231 0.21978021978
640 0.798223520086 -0.759230769231 0.01 0.769230769231 0.21978021978
650 0.798295821144 -0.759230769231 0.01 0.769230769231 0.21978021978
660 0.798368113316 -0.759230769231 0.01 0.769230769231 0.21978021978
670 0.798440396602 -0.759230769231 0.01 0.769230769231 0.21978021978
680 0.798512671003 -0.759230769231 0.01 0.769230769231 0.21978021978
690 0.79858493652 -0.759230769231 0.01 0.769230769231 0.21978021978
700 0.798657193154 1.23076923077 2 0.307692307692 0.21978021978
710 0.798296612908 1.69230769231 2 0.307692307692 0.0879120879121
720 0.797877681432 1.69230769231 2 0.307692307692 0.0879120879121
730 0.797458770461 -0.297692307692 0.01 0.307692307692 0.0879120879121
740 0.797398805306 -0.297692307692 0.01 0.307692307692 0.0879120879121
750 0.797378723427 -0.297692307692 0.01 0.307692307692 0.0879120879121
760 0.797358643736 -0.297692307692 0.01 0.307692307692 0.0879120879121
770 0.797338566232 -0.297692307692 0.01 0.307692307692 0.0879120879121
780 0.797318490917 -0.297692307692 0.01 0.307692307692 0.0879120879121
790 0.797298417789 -0.297692307692 0.01 0.307692307692 0.0879120879121
