%time SOC Ptotal Psensor1 Psensor2 Pmcu Prf Ppv Ipv
38460 0.356757478202 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38470 0.356827525544 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38480 0.356897564418 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38490 0.356967594824 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38500 0.357037616762 1.8275 2 0.15 0.15 0.15 1 0.171428571429
38510 0.356727361408 1.2945 2 0.01 0.15 0.15 1 0.285714285714
38520 0.35644912376 1.0285 2 0.01 0.01 0.01 1 0.285714285714
38530 0.356182831708 1.0285 2 0.01 0.01 0.01 1 0.285714285714
38540 0.355916554181 1.0285 2 0.01 0.01 0.01 1 0.285714285714
38550 0.355650291195 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
38560 0.355767568459 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
38570 0.355927437756 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
38580 0.356087284921 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
38590 0.356247109951 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
38600 0.356406912844 1.4275 2 0.15 0.15 0.15 0.4 0.285714285714
38610 0.356006968532 1.8945 2 0.01 0.15 0.15 0.4 0.114285714286
38620 0.355594188278 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
38630 0.355193352802 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
38640 0.354792528702 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
38650 0.354391716036 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
38660 0.354374561385 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
38670 0.354400031485 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
38680 0.354425498734 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
38690 0.354450963135 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
38700 0.354476424686 2.0275 2 0.15 0.15 0.15 0.8 0.114285714286
38710 0.354121414416 1.4945 2 0.01 0.15 0.15 0.8 0.228571428571
38720 0.353798437793 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
38730 0.353487413004 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
38740 0.353176402658 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
38750 0.352865406778 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
38760 0.35293816817 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
38770 0.353053552947 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
38780 0.353168922818 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
38790 0.35328427778 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
38800 0.353399617835 1.6275 2 0.15 0.15 0.15 0.6 0.228571428571
38810 0.353026692275 1.6945 2 0.01 0.15 0.15 0.6 0.171428571429
38820 0.352658877815 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
38830 0.352303017051 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
38840 0.351947169838 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
38850 0.351591336214 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38860 0.351619362073 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38870 0.351690029184 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38880 0.35176068779 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38890 0.351831337891 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
38900 0.351901979487 1.8275 2 0.15 0.15 0.15 1.2 0.171428571429
38910 0.351627878619 1.0945 2 0.01 0.15 0.15 1.2 0.342857142857
38920 0.351394805874 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
38930 0.351173690067 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
38940 0.350952588477 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
38950 0.350731501109 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
38960 0.350894310941 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
38970 0.351099744613 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
38980 0.351305148264 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
38990 0.351510521888 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
39000 0.351715865479 1.2275 2 0.15 0.15 0.15 1.6 0.342857142857
39010 0.351540541272 0.6945 2 0.01 0.15 0.15 1.6 0.457142857143
39020 0.351397264536 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
39030 0.351265940983 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
39040 0.351134628136 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
39050 0.351003325995 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
39060 0.351255880058 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
39070 0.351551035558 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
39080 0.3518461428 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
39090 0.352141201763 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
39100 0.352436212429 0.8275 2 0.15 0.15 0.15 0.2 0.457142857143
39110 0.352027398775 2.0945 2 0.01 0.15 0.15 0.2 0.0571428571429
39120 0.351569827233 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
39130 0.351124208005 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
39140 0.350678598224 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
39150 0.350232997967 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
39160 0.350171370525 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
39170 0.350152407865 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
39180 0.35013344716 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
39190 0.350114488409 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
39200 0.350095531612 2.2275 2 0.15 0.15 0.15 0 0.0571428571429
39210 0.349587982165 2.2945 2 0.01 0.15 0.15 0 0
39220 0.349085538319 2.0285 2 0.01 0.01 0.01 0 0
39230 0.348595049833 2.0285 2 0.01 0.01 0.01 0 0
39240 0.348104568051 2.0285 2 0.01 0.01 0.01 0 0
39250 0.347614093074 0.1285 0.1 0.01 0.01 0.01 0 0
39260 0.347507787586 0.1285 0.1 0.01 0.01 0.01 0 0
39270 0.347444173134 0.1285 0.1 0.01 0.01 0.01 0 0
39280 0.347380564697 0.1285 0.1 0.01 0.01 0.01 0 0
39290 0.347316962275 0.1285 0.1 0.01 0.01 0.01 0 0
39300 0.347253365867 2.4275 2 0.15 0.15 0.15 0.4 0
39310 0.346808762424 1.8945 2 0.01 0.15 0.15 0.4 0.114285714286
39320 0.346396235028 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
39330 0.345995674815 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
39340 0.345595127249 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
39350 0.345194592384 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
39360 0.345178389459 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
39370 0.345204885988 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
39380 0.345231379566 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
39390 0.345257870195 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
39400 0.345284357873 2.0275 2 0.15 0.15 0.15 1 0.114285714286
39410 0.344965668533 1.2945 2 0.01 0.15 0.15 1 0.285714285714
39420 0.344688059836 1.0285 2 0.01 0.01 0.01 1 0.285714285714
39430 0.34442242432 1.0285 2 0.01 0.01 0.01 1 0.285714285714
39440 0.344156803976 1.0285 2 0.01 0.01 0.01 1 0.285714285714
39450 0.34389119882 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39460 0.344009994952 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39470 0.344171478859 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39480 0.34433294076 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39490 0.344494380654 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39500 0.34465579854 1.4275 2 0.15 0.15 0.15 1.4 0.285714285714
39510 0.34443603962 0.8945 2 0.01 0.15 0.15 1.4 0.4
39520 0.344248373164 0.6285 2 0.01 0.01 0.01 1.4 0.4
39530 0.344072678421 0.6285 2 0.01 0.01 0.01 1.4 0.4
39540 0.343896996652 0.6285 2 0.01 0.01 0.01 1.4 0.4
39550 0.343721327858 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
39560 0.34393005288 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
39570 0.344181448618 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
39580 0.344432805912 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
39590 0.344684124754 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
39600 0.344935405133 1.0275 2 0.15 0.15 0.15 1.8 0.4
39610 0.344805529286 0.4945 2 0.01 0.15 0.15 1.8 0.514285714286
39620 0.344707739191 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
39630 0.344621914326 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
39640 0.344536097225 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
39650 0.344450287888 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
39660 0.34474879794 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
39670 0.345089951487 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
39680 0.345431047084 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
39690 0.345772084699 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
39700 0.346113064304 0.6275 2 0.15 0.15 0.15 0.8 0.514285714286
39710 0.34582129324 1.4945 2 0.01 0.15 0.15 0.8 0.228571428571
39720 0.345498691131 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
39730 0.345188060434 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
39740 0.344877444831 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
39750 0.344566844344 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
39760 0.344640605655 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
39770 0.344757057476 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
39780 0.344873494388 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
39790 0.344989916391 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
39800 0.345106323485 1.6275 2 0.15 0.15 0.15 0.6 0.228571428571
39810 0.34473369499 1.6945 2 0.01 0.15 0.15 0.6 0.171428571429
39820 0.344366186579 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
39830 0.344010651548 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
39840 0.343655130936 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
39850 0.34329962478 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
39860 0.3433285785 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
39870 0.343400240068 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
39880 0.343471893069 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
39890 0.343543537503 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
39900 0.343615173372 1.8275 2 0.15 0.15 0.15 1 0.171428571429
39910 0.343305555211 1.2945 2 0.01 0.15 0.15 1 0.285714285714
39920 0.343028037809 1.0285 2 0.01 0.01 0.01 1 0.285714285714
39930 0.342762497352 1.0285 2 0.01 0.01 0.01 1 0.285714285714
39940 0.342496972154 1.0285 2 0.01 0.01 0.01 1 0.285714285714
39950 0.342231462228 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39960 0.342350471165 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39970 0.342512180949 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39980 0.342673868743 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
39990 0.342835534547 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
40000 0.342997178358 1.4275 2 0.15 0.15 0.15 0.4 0.285714285714
40010 0.342597643535 1.8945 2 0.01 0.15 0.15 0.4 0.114285714286
40020 0.342185241848 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
40030 0.341784817252 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
40040 0.341384405854 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
40050 0.340984007703 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40060 0.340968240017 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40070 0.340995204876 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40080 0.341022166739 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40090 0.341049125605 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40100 0.341076081476 2.0275 2 0.15 0.15 0.15 0.8 0.114285714286
40110 0.34072160268 1.4945 2 0.01 0.15 0.15 0.8 0.228571428571
40120 0.340399239731 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
40130 0.340088859823 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
40140 0.339778495383 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
40150 0.339468146433 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
40160 0.339542518736 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
40170 0.339659621458 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
40180 0.339776709267 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
40190 0.339893782163 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
40200 0.340010840147 1.6275 2 0.15 0.15 0.15 0.6 0.228571428571
40210 0.339638404714 1.6945 2 0.01 0.15 0.15 0.6 0.171428571429
40220 0.339271094692 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
40230 0.338915769736 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
40240 0.338560459701 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
40250 0.33820516462 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
40260 0.33823468648 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
40270 0.338306955792 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
40280 0.338379216498 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
40290 0.338451468599 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
40300 0.338523712096 1.8275 2 0.15 0.15 0.15 1.2 0.171428571429
40310 0.338250353265 1.0945 2 0.01 0.15 0.15 1.2 0.342857142857
40320 0.338018125387 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
40330 0.337797884647 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
40340 0.337577658561 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
40350 0.337357447135 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
40360 0.337522085039 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
40370 0.337729452835 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
40380 0.337936790927 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
40390 0.338144099312 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
40400 0.338351377983 1.2275 2 0.15 0.15 0.15 1.6 0.342857142857
40410 0.338177041297 0.6945 2 0.01 0.15 0.15 1.6 0.457142857143
40420 0.338034831953 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
40430 0.337904605567 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
40440 0.337774389949 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
40450 0.337644185098 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
40460 0.337898788706 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
40470 0.338196100323 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
40480 0.338493364514 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
40490 0.338790581264 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
40500 0.339087750555 0.8275 2 0.15 0.15 0.15 0.2 0.457142857143
40510 0.338679339867 2.0945 2 0.01 0.15 0.15 0.2 0.0571428571429
40520 0.338222051873 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
40530 0.337776748164 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
40540 0.337331456094 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
40550 0.336886175732 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
40560 0.336825817214 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
40570 0.336808228655 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
40580 0.336790641905 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
40590 0.336773056964 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
40600 0.336755473832 2.2275 2 0.15 0.15 0.15 0 0.0571428571429
40610 0.336248094445 2.2945 2 0.01 0.15 0.15 0 0
40620 0.335745836013 2.0285 2 0.01 0.01 0.01 0 0
40630 0.335255564973 2.0285 2 0.01 0.01 0.01 0 0
40640 0.334765303252 2.0285 2 0.01 0.01 0.01 0 0
40650 0.33427505094 0.1285 0.1 0.01 0.01 0.01 0 0
40660 0.334169905091 0.1285 0.1 0.01 0.01 0.01 0 0
40670 0.334107554137 0.1285 0.1 0.01 0.01 0.01 0 0
40680 0.334045209099 0.1285 0.1 0.01 0.01 0.01 0 0
40690 0.333982869977 0.1285 0.1 0.01 0.01 0.01 0 0
40700 0.333920536771 2.4275 2 0.15 0.15 0.15 0.4 0
40710 0.333476271592 1.8945 2 0.01 0.15 0.15 0.4 0.114285714286
40720 0.333064162151 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
40730 0.332664050547 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
40740 0.332263953244 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
40750 0.331863870287 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40760 0.331849044379 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40770 0.331877020474 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40780 0.331904993472 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40790 0.331932963374 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
40800 0.331960930181 2.0275 2 0.15 0.15 0.15 1 0.114285714286
40810 0.331642890279 1.2945 2 0.01 0.15 0.15 1 0.285714285714
40820 0.331366030481 1.0285 2 0.01 0.01 0.01 1 0.285714285714
40830 0.331101173222 1.0285 2 0.01 0.01 0.01 1 0.285714285714
40840 0.330836331775 1.0285 2 0.01 0.01 0.01 1 0.285714285714
40850 0.330571506152 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
40860 0.330691999968 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
40870 0.330855283628 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
40880 0.331018545394 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
40890 0.331181785263 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
40900 0.331345003236 1.4275 2 0.15 0.15 0.15 1.4 0.285714285714
40910 0.331126131756 0.8945 2 0.01 0.15 0.15 1.4 0.4
40920 0.330939429819 0.6285 2 0.01 0.01 0.01 1.4 0.4
40930 0.330764728409 0.6285 2 0.01 0.01 0.01 1.4 0.4
40940 0.330590040173 0.6285 2 0.01 0.01 0.01 1.4 0.4
40950 0.330415365115 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
40960 0.330626000194 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
40970 0.330879408244 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
40980 0.331132778348 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
40990 0.331386110498 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
41000 0.331639404686 1.0275 2 0.15 0.15 0.15 1.8 0.4
41010 0.331510629934 0.4945 2 0.01 0.15 0.15 1.8 0.514285714286
41020 0.331414017738 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
41030 0.331329399339 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
41040 0.331244788644 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
41050 0.331160185651 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
41060 0.331460820411 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
41070 0.331804201699 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
41080 0.332147526105 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
41090 0.332490793604 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
41100 0.332834004171 0.6275 2 0.15 0.15 0.15 0.8 0.514285714286
41110 0.332542942425 1.4945 2 0.01 0.15 0.15 0.8 0.228571428571
41120 0.332220976432 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
41130 0.331911011525 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
41140 0.33160106264 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
41150 0.331291129797 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41160 0.331366477008 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41170 0.331484616674 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41180 0.331602741414 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41190 0.331720851228 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41200 0.331838946118 1.6275 2 0.15 0.15 0.15 0.6 0.228571428571
41210 0.331466835883 1.6945 2 0.01 0.15 0.15 0.6 0.171428571429
41220 0.331099859299 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
41230 0.33074488591 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
41240 0.33038992818 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
41250 0.330034986139 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41260 0.330065416292 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41270 0.330138655481 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41280 0.330211886001 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41290 0.33028510785 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41300 0.33035832103 1.8275 2 0.15 0.15 0.15 1 0.171428571429
41310 0.330049375542 1.2945 2 0.01 0.15 0.15 1 0.285714285714
41320 0.329772607672 1.0285 2 0.01 0.01 0.01 1 0.285714285714
41330 0.329507845727 1.0285 2 0.01 0.01 0.01 1 0.285714285714
41340 0.329243099663 1.0285 2 0.01 0.01 0.01 1 0.285714285714
41350 0.32897836949 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
41360 0.329099064899 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
41370 0.329262561949 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
41380 0.329426037114 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
41390 0.329589490394 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
41400 0.329752921786 1.4275 2 0.15 0.15 0.15 0.4 0.285714285714
41410 0.329353848421 1.8945 2 0.01 0.15 0.15 0.4 0.114285714286
41420 0.328941879416 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
41430 0.328541917314 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
41440 0.328141969967 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
41450 0.327742037417 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
41460 0.327727636749 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
41470 0.327756068548 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
41480 0.327784497206 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
41490 0.327812922723 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
41500 0.3278413451 2.0275 2 0.15 0.15 0.15 0.8 0.114285714286
41510 0.327487440163 1.4945 2 0.01 0.15 0.15 0.8 0.228571428571
41520 0.327165727182 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
41530 0.326856026091 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
41540 0.32654634133 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
41550 0.326236672919 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41560 0.326312619925 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41570 0.326431396614 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41580 0.326550158364 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41590 0.326668905175 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
41600 0.326787637048 1.6275 2 0.15 0.15 0.15 0.6 0.228571428571
41610 0.32641573669 1.6945 2 0.01 0.15 0.15 0.6 0.171428571429
41620 0.326048974893 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
41630 0.32569422714 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
41640 0.325339495457 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
41650 0.324984779871 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41660 0.325015769848 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41670 0.325089605835 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41680 0.32516343311 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41690 0.325237251673 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
41700 0.325311061525 1.8275 2 0.15 0.15 0.15 1.2 0.171428571429
41710 0.325038470981 1.0945 2 0.01 0.15 0.15 1.2 0.342857142857
41720 0.324807106771 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
41730 0.324587757678 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
41740 0.324368423593 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
41750 0.32414910452 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
41760 0.324315518869 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
41770 0.324524761534 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
41780 0.324733974736 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
41790 0.324943158472 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
41800 0.325152312738 1.2275 2 0.15 0.15 0.15 1.6 0.342857142857
41810 0.324978972063 0.6945 2 0.01 0.15 0.15 1.6 0.457142857143
41820 0.324837832845 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
41830 0.324708704201 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
41840 0.324579586361 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
41850 0.324450479323 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
41860 0.324707064897 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
41870 0.325006457334 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
41880 0.325305803021 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
