%time SOC Ptotal Psensor1 Psensor2 Pmcu Prf Ppv Ipv
15200 0.609293181245 1.1125 2 0.15 0.3 0.3 0.2 0.457142857143
15210 0.608855023565 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
15220 0.608413161458 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
15230 0.607971293937 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
15240 0.607529420934 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
15250 0.607087542384 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
15260 0.607002135974 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
15270 0.606956342355 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
15280 0.606910553517 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
15290 0.60686476946 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
15300 0.606818990182 2.5125 2 0.15 0.3 0.3 0 0.0571428571429
15310 0.606289067256 2.0285 2 0.01 0.01 0.01 0 0
15320 0.605805464676 2.0285 2 0.01 0.01 0.01 0 0
15330 0.605321849757 2.0285 2 0.01 0.01 0.01 0 0
15340 0.604838222412 2.0285 2 0.01 0.01 0.01 0 0
15350 0.604354582553 0.1285 0.1 0.01 0.01 0.01 0 0
15360 0.604227705892 0.1285 0.1 0.01 0.01 0.01 0 0
15370 0.604140478173 0.1285 0.1 0.01 0.01 0.01 0 0
15380 0.604053258481 0.1285 0.1 0.01 0.01 0.01 0 0
15390 0.603966046813 0.1285 0.1 0.01 0.01 0.01 0 0
15400 0.603878843168 2.7125 2 0.15 0.3 0.3 0.4 0
15410 0.603407240436 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
15420 0.603007049844 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
15430 0.602606858615 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
15440 0.602206666705 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
15450 0.601806474065 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
15460 0.601763311097 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
15470 0.601759818115 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
15480 0.601756325543 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
15490 0.601752833378 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
15500 0.601749341623 2.3125 2 0.15 0.3 0.3 1 0.114285714286
15510 0.601394627403 1.0285 2 0.01 0.01 0.01 1 0.285714285714
15520 0.601119731048 1.0285 2 0.01 0.01 0.01 1 0.285714285714
15530 0.600844844451 1.0285 2 0.01 0.01 0.01 1 0.285714285714
15540 0.600569967598 1.0285 2 0.01 0.01 0.01 1 0.285714285714
15550 0.600295100476 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
15560 0.600377409659 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
15570 0.600499385248 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
15580 0.600621341964 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
15590 0.600743279811 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
15600 0.600865198794 1.7125 2 0.15 0.3 0.3 1.4 0.285714285714
15610 0.600602391738 0.6285 2 0.01 0.01 0.01 1.4 0.4
15620 0.600411070069 0.6285 2 0.01 0.01 0.01 1.4 0.4
15630 0.600219759975 0.6285 2 0.01 0.01 0.01 1.4 0.4
15640 0.600028461452 0.6285 2 0.01 0.01 0.01 1.4 0.4
15650 0.599837174496 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
15660 0.600003097567 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
15670 0.600208672853 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
15680 0.600414211152 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
15690 0.600619712481 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
15700 0.600825176856 1.3125 2 0.15 0.3 0.3 1.8 0.4
15710 0.600645911329 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
15720 0.600538128342 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
15730 0.600430354587 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
15740 0.600322590061 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
15750 0.600214834764 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
15760 0.60046422918 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
15770 0.600753247507 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
15780 0.601042206615 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
15790 0.601331106542 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
15800 0.601619947323 0.9125 2 0.15 0.3 0.3 0.8 0.514285714286
15810 0.601290284521 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
15820 0.60097362564 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
15830 0.600656974018 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
15840 0.600340329632 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
15850 0.600023692461 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
15860 0.600064266948 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
15870 0.600144519316 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
15880 0.600224760271 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
15890 0.600304989816 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
15900 0.600385207952 1.9125 2 0.15 0.3 0.3 0.6 0.228571428571
15910 0.599980370766 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
15920 0.599621958025 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
15930 0.59926354888 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
15940 0.598905143299 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
15950 0.598546741252 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
15960 0.598545715119 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
15970 0.598584391722 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
15980 0.598623063306 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
15990 0.598661729872 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
16000 0.59870039142 2.1125 2 0.15 0.3 0.3 1 0.171428571429
16010 0.598354070815 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16020 0.598079281636 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16030 0.597804502062 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16040 0.59752973208 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16050 0.597254971674 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16060 0.597337715594 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16070 0.59746016225 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16080 0.597582589902 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16090 0.597704998558 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16100 0.597827388221 1.7125 2 0.15 0.3 0.3 0.4 0.285714285714
16110 0.597397450792 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16120 0.596997245813 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16130 0.596597039514 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16140 0.596196831851 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16150 0.595796622781 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16160 0.59575409168 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16170 0.595751302561 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16180 0.59574851377 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16190 0.595745725305 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16200 0.595742937167 2.3125 2 0.15 0.3 0.3 0.8 0.114285714286
16210 0.595354817255 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
16220 0.595038290882 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
16230 0.594721771369 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
16240 0.594405258695 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
16250 0.59408875284 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
16260 0.594130101968 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
16270 0.594211200309 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
16280 0.594292287063 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
16290 0.59437336223 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
16300 0.594454425814 1.9125 2 0.15 0.3 0.3 0.6 0.228571428571
16310 0.594049561103 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
16320 0.593691203841 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
16330 0.593332849662 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
16340 0.592974498534 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
16350 0.592616150429 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
16360 0.592615823593 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
16370 0.592655271113 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
16380 0.592694713495 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
16390 0.592734150741 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
16400 0.592773582851 2.1125 2 0.15 0.3 0.3 1.2 0.171428571429
16410 0.592460838429 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
16420 0.592228129662 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
16430 0.591995431786 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
16440 0.591762744791 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
16450 0.59153006867 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
16460 0.591655514562 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
16470 0.591820722976 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
16480 0.591985903493 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
16490 0.592151056123 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
16500 0.592316180876 1.5125 2 0.15 0.3 0.3 1.6 0.342857142857
16510 0.592095580266 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
16520 0.591946649362 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
16530 0.591797729251 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
16540 0.591648819929 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
16550 0.591499921395 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
16560 0.591709130457 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
16570 0.591958080315 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
16580 0.592206981746 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
16590 0.592455834774 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
16600 0.592704639423 1.1125 2 0.15 0.3 0.3 0.2 0.457142857143
16610 0.592266255407 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
16620 0.591824146163 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
16630 0.59138202916 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
16640 0.59093990434 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
16650 0.590497771647 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
16660 0.590413900083 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
16670 0.590369840065 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
16680 0.590325784656 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
16690 0.590281733856 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
16700 0.590237687663 2.5125 2 0.15 0.3 0.3 0 0.0571428571429
16710 0.589707064293 2.0285 2 0.01 0.01 0.01 0 0
16720 0.589222991222 2.0285 2 0.01 0.01 0.01 0 0
16730 0.588738903025 2.0285 2 0.01 0.01 0.01 0 0
16740 0.588254799627 2.0285 2 0.01 0.01 0.01 0 0
16750 0.587770680955 0.1285 0.1 0.01 0.01 0.01 0 0
16760 0.587645126827 0.1285 0.1 0.01 0.01 0.01 0 0
16770 0.5875594218 0.1285 0.1 0.01 0.01 0.01 0 0
16780 0.587473724628 0.1285 0.1 0.01 0.01 0.01 0 0
16790 0.58738803531 0.1285 0.1 0.01 0.01 0.01 0 0
16800 0.587302353845 2.7125 2 0.15 0.3 0.3 0.4 0
16810 0.586830328192 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16820 0.586430074034 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16830 0.586029817449 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16840 0.585629558399 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
16850 0.585229296844 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16860 0.585187877954 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16870 0.585186330381 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16880 0.58518478299 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16890 0.585183235782 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
16900 0.585181688755 2.3125 2 0.15 0.3 0.3 1 0.114285714286
16910 0.584827134841 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16920 0.584552803364 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16930 0.584278480865 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16940 0.584004167334 1.0285 2 0.01 0.01 0.01 1 0.285714285714
16950 0.583729862758 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16960 0.583814553288 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16970 0.583939111685 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16980 0.584063650519 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
16990 0.584188169794 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
17000 0.584312669517 1.7125 2 0.15 0.3 0.3 1.4 0.285714285714
17010 0.584050486787 0.6285 2 0.01 0.01 0.01 1.4 0.4
17020 0.583860152458 0.6285 2 0.01 0.01 0.01 1.4 0.4
17030 0.583669829325 0.6285 2 0.01 0.01 0.01 1.4 0.4
17040 0.583479517385 0.6285 2 0.01 0.01 0.01 1.4 0.4
17050 0.583289216634 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
17060 0.583457944724 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
17070 0.58366652593 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
17080 0.583875068903 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
17090 0.584083573658 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
17100 0.584292040211 1.3125 2 0.15 0.3 0.3 1.8 0.4
17110 0.584113822602 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
17120 0.58400745033 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
17130 0.583901087103 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
17140 0.58379473292 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
17150 0.58368838778 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
17160 0.583941006706 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
17170 0.584233449205 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
17180 0.584525830478 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
17190 0.584818150559 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
17200 0.58511040948 0.9125 2 0.15 0.3 0.3 0.8 0.514285714286
17210 0.584781032894 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17220 0.584464724995 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17230 0.584148423306 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17240 0.583832127808 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17250 0.583515838482 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17260 0.583558574415 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17270 0.583641189328 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17280 0.583723792345 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17290 0.583806383469 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17300 0.583888962701 1.9125 2 0.15 0.3 0.3 0.6 0.228571428571
17310 0.583484025598 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17320 0.58312574704 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17330 0.582767470728 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17340 0.582409196633 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17350 0.582050924731 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17360 0.582051847585 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17370 0.582092675027 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17380 0.58213349712 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17390 0.582174313865 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17400 0.582215125264 2.1125 2 0.15 0.3 0.3 1 0.171428571429
17410 0.581868995477 1.0285 2 0.01 0.01 0.01 1 0.285714285714
17420 0.581594760221 1.0285 2 0.01 0.01 0.01 1 0.285714285714
17430 0.58132053382 1.0285 2 0.01 0.01 0.01 1 0.285714285714
17440 0.581046316262 1.0285 2 0.01 0.01 0.01 1 0.285714285714
17450 0.580772107535 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
17460 0.580857226298 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
17470 0.580982249748 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
17480 0.581107253516 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
17490 0.581232237607 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
17500 0.581357202025 1.7125 2 0.15 0.3 0.3 0.4 0.285714285714
17510 0.58092702598 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
17520 0.580526732127 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
17530 0.580126435286 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
17540 0.579726135421 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
17550 0.579325832496 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
17560 0.579285035545 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
17570 0.579284183566 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
17580 0.579283331688 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
17590 0.57928247991 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
17600 0.579281628233 2.3125 2 0.15 0.3 0.3 0.8 0.114285714286
17610 0.578893474533 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17620 0.578577279311 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17630 0.578261089971 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17640 0.577944906497 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
17650 0.577628728871 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17660 0.577672240457 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17670 0.57775570465 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17680 0.577839156779 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17690 0.577922596845 -0.6715 0.1 0.01 0.01 0.01 0.8 0.228571428571
17700 0.578006024851 1.9125 2 0.15 0.3 0.3 0.6 0.228571428571
17710 0.577601035539 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17720 0.577242790557 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17730 0.5768845474 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17740 0.576526306044 1.4285 2 0.01 0.01 0.01 0.6 0.171428571429
17750 0.576168066463 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17760 0.576169687147 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17770 0.576211286273 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17780 0.576252879934 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17790 0.576294468131 -0.4715 0.1 0.01 0.01 0.01 0.6 0.171428571429
17800 0.576336050864 2.1125 2 0.15 0.3 0.3 1.2 0.171428571429
17810 0.576023648498 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
17820 0.575791692163 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
17830 0.575559746219 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
17840 0.57532781066 0.8285 2 0.01 0.01 0.01 1.2 0.342857142857
17850 0.57509588548 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
17860 0.575223924184 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
17870 0.575391929209 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
17880 0.575559905434 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
17890 0.575727852869 -1.0715 0.1 0.01 0.01 0.01 1.2 0.342857142857
17900 0.575895771522 1.5125 2 0.15 0.3 0.3 1.6 0.342857142857
17910 0.575675984441 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
17920 0.575528234677 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
17930 0.575380495468 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
17940 0.575232766811 0.4285 2 0.01 0.01 0.01 1.6 0.457142857143
17950 0.575085048704 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
17960 0.575297277747 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
17970 0.575549450521 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
17980 0.575801573353 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
17990 0.576053646263 -1.4715 0.1 0.01 0.01 0.01 1.6 0.457142857143
18000 0.576305669275 1.1125 2 0.15 0.3 0.3 0.2 0.457142857143
18010 0.575866982251 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
18020 0.575424549036 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
18030 0.57498210612 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
18040 0.574539653458 1.8285 2 0.01 0.01 0.01 0.2 0.0571428571429
18050 0.574097191003 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
18060 0.574014831706 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
18070 0.573972488576 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
18080 0.573930149882 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
18090 0.573887815625 -0.0715 0.1 0.01 0.01 0.01 0.2 0.0571428571429
18100 0.573845485803 2.5125 2 0.15 0.3 0.3 0 0.0571428571429
18110 0.573314074212 2.0285 2 0.01 0.01 0.01 0 0
18120 0.572829450196 2.0285 2 0.01 0.01 0.01 0 0
18130 0.572344808766 2.0285 2 0.01 0.01 0.01 0 0
18140 0.571860149862 2.0285 2 0.01 0.01 0.01 0 0
18150 0.571375473423 0.1285 0.1 0.01 0.01 0.01 0 0
18160 0.571251213575 0.1285 0.1 0.01 0.01 0.01 0 0
18170 0.571167008598 0.1285 0.1 0.01 0.01 0.01 0 0
18180 0.571082811314 0.1285 0.1 0.01 0.01 0.01 0 0
18190 0.570998621723 0.1285 0.1 0.01 0.01 0.01 0 0
18200 0.570914439823 2.7125 2 0.15 0.3 0.3 0.4 0
18210 0.570441915043 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
18220 0.570041531449 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
18230 0.56964114398 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
18240 0.569240752605 1.6285 2 0.01 0.01 0.01 0.4 0.114285714286
18250 0.568840357292 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
18260 0.568800665943 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
18270 0.568801052586 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
18280 0.568801439183 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
18290 0.568801825735 -0.2715 0.1 0.01 0.01 0.01 0.4 0.114285714286
18300 0.568802212241 2.3125 2 0.15 0.3 0.3 1 0.114285714286
18310 0.568447760331 1.0285 2 0.01 0.01 0.01 1 0.285714285714
18320 0.568173946308 1.0285 2 0.01 0.01 0.01 1 0.285714285714
18330 0.56790014064 1.0285 2 0.01 0.01 0.01 1 0.285714285714
18340 0.567626343316 1.0285 2 0.01 0.01 0.01 1 0.285714285714
18350 0.567352554327 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
18360 0.567439626018 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
18370 0.567566772268 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
18380 0.567693898311 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
18390 0.567821004153 -0.8715 0.1 0.01 0.01 0.01 1 0.285714285714
18400 0.567948089798 1.7125 2 0.15 0.3 0.3 1.4 0.285714285714
18410 0.567686485917 0.6285 2 0.01 0.01 0.01 1.4 0.4
18420 0.567497102941 0.6285 2 0.01 0.01 0.01 1.4 0.4
18430 0.567307730852 0.6285 2 0.01 0.01 0.01 1.4 0.4
18440 0.567118369647 0.6285 2 0.01 0.01 0.01 1.4 0.4
18450 0.566929019323 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
18460 0.567100562872 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
18470 0.567312165684 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
18480 0.567523729137 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
18490 0.567735253246 -1.2715 0.1 0.01 0.01 0.01 1.4 0.4
18500 0.567946738023 1.3125 2 0.15 0.3 0.3 1.8 0.4
18510 0.567769533908 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
18520 0.567664547327 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
18530 0.567559569622 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
18540 0.567454600793 0.2285 2 0.01 0.01 0.01 1.8 0.514285714286
18550 0.567349640837 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
18560 0.567605505724 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
18570 0.567901399217 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
18580 0.568197229703 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
18590 0.568492997212 -1.6715 0.1 0.01 0.01 0.01 1.8 0.514285714286
18600 0.568788701774 0.9125 2 0.15 0.3 0.3 0.8 0.514285714286
18610 0.568459556868 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
18620 0.568143547358 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
18630 0.567827543217 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
18640 0.567511544431 1.2285 2 0.01 0.01 0.01 0.8 0.228571428571
