%time SOC Ptotal Psensor1 Ppv Ipv Psensor2 Pmcu Prf
26050 0.378429032829 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
26060 0.378177114763 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
26070 0.377925209983 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
26080 0.377938641636 0.769 0.01 0.4 0.114285714286 0.01 0.01 1.2
26090 0.377855364243 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
26100 0.377898281451 1.379 1 0.8 0.114285714286 0.8 0.01 0.01
26110 0.377662923459 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
26120 0.377406580234 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
26130 0.37715025032 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
26140 0.377044759643 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
26150 0.376889616495 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
26160 0.376727104859 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
26170 0.376564605029 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
26180 0.376667506866 0.369 0.01 0.8 0.228571428571 0.01 0.01 1.2
26190 0.376673664962 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
26200 0.376806036064 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
26210 0.376552871745 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
26220 0.376251918722 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
26230 0.375950978468 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
26240 0.375800920059 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
26250 0.37560119699 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
26260 0.375394104514 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
26270 0.375187025105 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
26280 0.375245434655 0.569 0.01 0.6 0.171428571429 0.01 0.01 1.2
26290 0.375207074693 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
26300 0.375294975747 1.179 1 1.2 0.171428571429 0.8 0.01 0.01
26310 0.37514018576 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
26320 0.374973333542 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
26330 0.374806493322 -0.1715 1 1.2 0.342857142857 0.01 0.01 0.01
26340 0.374790561019 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
26350 0.374724946565 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
26360 0.37465195526 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
26370 0.374578970692 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
26380 0.374771484992 -0.031 0.01 1.2 0.342857142857 0.01 0.01 1.2
26390 0.37486720443 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
26400 0.375089168772 0.579 1 1.6 0.342857142857 0.8 0.01 0.01
26410 0.375032683517 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
26420 0.374955196075 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
26430 0.374877715708 -0.5715 1 1.6 0.457142857143 0.01 0.01 0.01
26440 0.374951128882 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
26450 0.374974852911 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
26460 0.374991192119 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
26470 0.375007529502 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
26480 0.375289319972 -0.431 0.01 1.6 0.457142857143 0.01 0.01 1.2
26490 0.375474311856 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
26500 0.375785510667 0.179 1 0.2 0.457142857143 0.8 0.01 0.01
26510 0.375496653362 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
26520 0.375106386294 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
26530 0.374716128331 0.8285 1 0.2 0.0571428571429 0.01 0.01 0.01
26540 0.374476796198 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
26550 0.374187785207 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
26560 0.373891402325 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
26570 0.373595032501 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
26580 0.373564255648 0.969 0.01 0.2 0.0571428571429 0.01 0.01 1.2
26590 0.373436679963 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
26600 0.373435426312 1.579 1 0 0.0571428571429 0.8 0.01 0.01
26610 0.373048345865 1.779 1 0 0 0.8 0.01 0.01
26620 0.372613432079 1.779 1 0 0 0.8 0.01 0.01
26630 0.37217852467 1.0285 1 0 0 0.01 0.01 0.01
26640 0.371894626377 1.359 0.01 0 0 0.01 1.4 0.01
26650 0.371561020568 1.359 0.01 0 0 0.01 1.4 0.01
26660 0.371220037544 1.359 0.01 0 0 0.01 1.4 0.01
26670 0.370879066542 0.0385 0.01 0 0 0.01 0.01 0.01
26680 0.37080384813 1.169 0.01 0 0 0.01 0.01 1.2
26690 0.370631775345 0.0385 0.01 0 0 0.01 0.01 0.01
26700 0.370586105466 1.779 1 0.4 0 0.8 0.01 0.01
26710 0.370261716411 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
26720 0.369916306431 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
26730 0.369570908446 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
26740 0.369376601726 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
26750 0.369132562522 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
26760 0.368881144273 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
26770 0.368629739812 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
26780 0.368644203566 0.769 0.01 0.4 0.114285714286 0.01 0.01 1.2
26790 0.368561764452 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
26800 0.36860577256 1.379 1 1 0.114285714286 0.8 0.01 0.01
26810 0.368406742642 0.779 1 1 0.285714285714 0.8 0.01 0.01
26820 0.368195634219 0.779 1 1 0.285714285714 0.8 0.01 0.01
26830 0.367984539189 0.0285 1 1 0.285714285714 0.01 0.01 0.01
26840 0.367924576582 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
26850 0.367814862087 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
26860 0.367697762762 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
26870 0.367580673179 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
26880 0.367729487583 0.169 0.01 1 0.285714285714 0.01 0.01 1.2
26890 0.367781367817 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
26900 0.367959693176 0.779 1 1.4 0.285714285714 0.8 0.01 0.01
26910 0.367859147276 0.379 1 1.4 0.4 0.8 0.01 0.01
26920 0.367737569582 0.379 1 1.4 0.4 0.8 0.01 0.01
26930 0.367616001889 -0.3715 1 1.4 0.4 0.01 0.01 0.01
26940 0.367645567817 -0.041 0.01 1.4 0.4 0.01 1.4 0.01
26950 0.367625371909 -0.041 0.01 1.4 0.4 0.01 1.4 0.01
26960 0.367597784146 -0.041 0.01 1.4 0.4 0.01 1.4 0.01
26970 0.367570199195 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
26980 0.367808499474 -0.231 0.01 1.4 0.4 0.01 0.01 1.2
26990 0.367949854527 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
27000 0.368217630858 0.379 1 1.8 0.4 0.8 0.01 0.01
27010 0.368206546035 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
27020 0.368174424899 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
27030 0.368142307006 -0.7715 1 1.8 0.514285714286 0.01 0.01 0.01
27040 0.368261292271 -0.441 0.01 1.8 0.514285714286 0.01 1.4 0.01
27050 0.368330511725 -0.441 0.01 1.8 0.514285714286 0.01 1.4 0.01
27060 0.36839233034 -0.441 0.01 1.8 0.514285714286 0.01 1.4 0.01
27070 0.368454141494 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
27080 0.368781765924 -0.631 0.01 1.8 0.514285714286 0.01 0.01 1.2
27090 0.369012448839 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
27100 0.369369502001 -0.021 1 0.8 0.514285714286 0.8 0.01 0.01
27110 0.369197253833 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
27120 0.368941358286 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
27130 0.368685476527 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
27140 0.368580708908 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
27150 0.368426198508 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
27160 0.368264306324 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
27170 0.36810242608 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
27180 0.368206429192 0.369 0.01 0.8 0.228571428571 0.01 0.01 1.2
27190 0.36821351289 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
27200 0.3683470387 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
27210 0.368094329059 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
27220 0.367793744557 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
27230 0.367493173515 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
27240 0.367343757561 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
27250 0.36714458737 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
27260 0.36693803471 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
27270 0.366731495395 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
27280 0.366790923175 0.569 0.01 0.6 0.171428571429 0.01 0.01 1.2
27290 0.366753407095 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
27300 0.366842379301 1.179 1 1 0.171428571429 0.8 0.01 0.01
27310 0.36665241678 0.779 1 1 0.285714285714 0.8 0.01 0.01
27320 0.3664414199 0.779 1 1 0.285714285714 0.8 0.01 0.01
27330 0.366230436474 0.0285 1 1 0.285714285714 0.01 0.01 0.01
27340 0.366170640793 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
27350 0.366061075021 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
27360 0.365944121718 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
27370 0.365827178163 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
27380 0.365976235653 0.169 0.01 1 0.285714285714 0.01 0.01 1.2
27390 0.366028323578 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
27400 0.366206902828 0.779 1 0.4 0.285714285714 0.8 0.01 0.01
27410 0.365927449394 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
27420 0.365582192708 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
27430 0.365236948491 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
27440 0.365042932699 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
27450 0.364799139578 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
27460 0.364547960951 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
27470 0.364296796342 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
27480 0.364311739607 0.769 0.01 0.4 0.114285714286 0.01 0.01 1.2
27490 0.364229692653 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
27500 0.36427420677 1.379 1 0.8 0.114285714286 0.8 0.01 0.01
27510 0.364039637503 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
27520 0.363784022752 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
27530 0.363528422073 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
27540 0.363424097462 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
27550 0.363269976872 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
27560 0.363108466667 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
27570 0.362946968482 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
27580 0.36305163737 0.369 0.01 0.8 0.228571428571 0.01 0.01 1.2
27590 0.36305928337 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
27600 0.363193506429 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
27610 0.362941081702 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
27620 0.36264073137 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
27630 0.362340394909 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
27640 0.362191374475 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
27650 0.361992547046 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
27660 0.361786329455 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
27670 0.361580125371 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
27680 0.361640169989 0.569 0.01 0.6 0.171428571429 0.01 0.01 1.2
27690 0.36160316806 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
27700 0.361692788269 1.179 1 1.2 0.171428571429 0.8 0.01 0.01
27710 0.361539022996 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
27720 0.36137316117 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
27730 0.361207311574 -0.1715 1 1.2 0.342857142857 0.01 0.01 0.01
27740 0.361192800603 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
27750 0.361128465598 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
27760 0.361056732594 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
27770 0.360985006246 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
27780 0.361179535339 -0.031 0.01 1.2 0.342857142857 0.01 0.01 1.2
27790 0.361276993768 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
27800 0.361501057514 0.579 1 1.6 0.342857142857 0.8 0.01 0.01
27810 0.36144587682 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
27820 0.361369633875 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
27830 0.361293397936 -0.5715 1 1.6 0.457142857143 0.01 0.01 0.01
27840 0.361368485764 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
27850 0.361393742623 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
27860 0.361411593448 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
27870 0.361429442292 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
27880 0.361713501697 -0.431 0.01 1.6 0.457142857143 0.01 0.01 1.2
27890 0.361900486806 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
27900 0.362214040357 0.179 1 0.2 0.457142857143 0.8 0.01 0.01
27910 0.361925821209 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
27920 0.361535903806 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
27930 0.361145997445 0.8285 1 0.2 0.0571428571429 0.01 0.01 0.01
27940 0.360907447926 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
27950 0.360619079073 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
27960 0.360323318377 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
27970 0.360027571791 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
27980 0.359998170219 0.969 0.01 0.2 0.0571428571429 0.01 0.01 1.2
27990 0.359871695903 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
28000 0.359871900694 1.579 1 0 0.0571428571429 0.8 0.01 0.01
28010 0.359485188818 1.779 1 0 0 0.8 0.01 0.01
28020 0.359050510747 1.779 1 0 0 0.8 0.01 0.01
28030 0.358615841472 1.0285 1 0 0 0.01 0.01 0.01
28040 0.358332607137 1.359 0.01 0 0 0.01 1.4 0.01
28050 0.357999527012 1.359 0.01 0 0 0.01 1.4 0.01
28060 0.357659050374 1.359 0.01 0 0 0.01 1.4 0.01
28070 0.357318587183 0.0385 0.01 0 0 0.01 0.01 0.01
28080 0.357244618423 1.169 0.01 0 0 0.01 0.01 1.2
28090 0.357073525357 0.0385 0.01 0 0 0.01 0.01 0.01
28100 0.357029187276 1.779 1 0.4 0 0.8 0.01 0.01
28110 0.356705354591 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
28120 0.356360443872 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
28130 0.356015546605 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
28140 0.355822159896 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
28150 0.355578903614 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
28160 0.355328248537 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
28170 0.355077607948 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
28180 0.355093568197 0.769 0.01 0.4 0.114285714286 0.01 0.01 1.2
28190 0.355012358546 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
28200 0.355057944145 1.379 1 1 0.114285714286 0.8 0.01 0.01
28210 0.354859822655 0.779 1 1 0.285714285714 0.8 0.01 0.01
28220 0.354649589811 0.779 1 1 0.285714285714 0.8 0.01 0.01
28230 0.354439370809 0.0285 1 1 0.285714285714 0.01 0.01 0.01
28240 0.354380699097 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
28250 0.354272138978 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
28260 0.35415617378 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
28270 0.354040218357 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
28280 0.354190894768 0.169 0.01 1 0.285714285714 0.01 0.01 1.2
28290 0.354244371579 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
28300 0.354424639968 0.779 1 1.4 0.285714285714 0.8 0.01 0.01
28310 0.354325272783 0.379 1 1.4 0.4 0.8 0.01 0.01
28320 0.354204816167 0.379 1 1.4 0.4 0.8 0.01 0.01
28330 0.354084369599 -0.3715 1 1.4 0.4 0.01 0.01 0.01
28340 0.35411547008 -0.041 0.01 1.4 0.4 0.01 1.4 0.01
28350 0.354096672446 -0.041 0.01 1.4 0.4 0.01 1.4 0.01
28360 0.354070462581 -0.041 0.01 1.4 0.4 0.01 1.4 0.01
28370 0.354044255385 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
28380 0.354284660513 -0.231 0.01 1.4 0.4 0.01 0.01 1.2
28390 0.354427855528 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
28400 0.354697818516 0.379 1 1.8 0.4 0.8 0.01 0.01
28410 0.354688156175 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
28420 0.354657399695 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
28430 0.354626646319 -0.7715 1 1.8 0.514285714286 0.01 0.01 0.01
28440 0.354747410081 -0.441 0.01 1.8 0.514285714286 0.01 1.4 0.01
28450 0.354818271617 -0.441 0.01 1.8 0.514285714286 0.01 1.4 0.01
28460 0.354881711937 -0.441 0.01 1.8 0.514285714286 0.01 1.4 0.01
28470 0.354945144686 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
28480 0.355275120394 -0.631 0.01 1.8 0.514285714286 0.01 0.01 1.2
28490 0.355507889314 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
28500 0.355867377123 -0.021 1 0.8 0.514285714286 0.8 0.01 0.01
28510 0.355696106414 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
28520 0.355440958512 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
28530 0.355185825126 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
28540 0.355082221069 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
28550 0.354928737829 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
28560 0.354767852722 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
28570 0.354606979757 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
28580 0.35471271761 0.369 0.01 0.8 0.228571428571 0.01 0.01 1.2
28590 0.354721270735 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
28600 0.354856611983 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
28610 0.354604660519 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
28620 0.354304704084 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
28630 0.354004762162 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
28640 0.353856387983 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
28650 0.35365812429 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
28660 0.353452458399 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
28670 0.35324680627 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
28680 0.353307843282 0.569 0.01 0.6 0.171428571429 0.01 0.01 1.2
28690 0.353271673138 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
28700 0.353362334484 1.179 1 1 0.171428571429 0.8 0.01 0.01
28710 0.353173303955 0.779 1 1 0.285714285714 0.8 0.01 0.01
28720 0.352963182359 0.779 1 1 0.285714285714 0.8 0.01 0.01
28730 0.352753074657 0.0285 1 1 0.285714285714 0.01 0.01 0.01
28740 0.352694563951 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
28750 0.352586148482 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
28760 0.352470325505 0.359 0.01 1 0.285714285714 0.01 1.4 0.01
28770 0.352354512308 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
28780 0.352505418151 0.169 0.01 1 0.285714285714 0.01 0.01 1.2
28790 0.352559092591 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
28800 0.352739600119 0.779 1 0.4 0.285714285714 0.8 0.01 0.01
28810 0.352460837262 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
28820 0.352116094589 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
28830 0.351771365803 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
28840 0.351578273113 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
28850 0.351335269802 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
28860 0.35108486178 0.959 0.01 0.4 0.114285714286 0.01 1.4 0.01
28870 0.350834468453 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
28880 0.350850895317 0.769 0.01 0.4 0.114285714286 0.01 0.01 1.2
28890 0.350770072326 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
28900 0.350816148787 1.379 1 0.8 0.114285714286 0.8 0.01 0.01
28910 0.350582395598 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
28920 0.350327541295 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
28930 0.350072701767 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
28940 0.349969541643 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
28950 0.349816453028 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
28960 0.349655955283 0.559 0.01 0.8 0.228571428571 0.01 1.4 0.01
28970 0.34949546975 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
28980 0.349601857993 0.369 0.01 0.8 0.228571428571 0.01 0.01 1.2
28990 0.3496109656 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
29000 0.349746986403 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
29010 0.349495332314 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
29020 0.349195626218 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
29030 0.348895935011 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
29040 0.348747960713 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
29050 0.348550047995 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
29060 0.348344725945 0.759 0.01 0.6 0.171428571429 0.01 1.4 0.01
29070 0.348139417804 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
29080 0.34820105982 0.569 0.01 0.6 0.171428571429 0.01 0.01 1.2
29090 0.348165399496 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
29100 0.348256694729 1.179 1 1.2 0.171428571429 0.8 0.01 0.01
29110 0.348103963283 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
29120 0.347939103588 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
29130 0.34777425633 -0.1715 1 1.2 0.342857142857 0.01 0.01 0.01
29140 0.347761145364 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
29150 0.347698079352 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
29160 0.347627595806 0.159 0.01 1.2 0.342857142857 0.01 1.4 0.01
29170 0.347557118834 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
29180 0.347753595862 -0.031 0.01 1.2 0.342857142857 0.01 0.01 1.2
29190 0.347852747565 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
29200 0.348078837376 0.579 1 1.6 0.342857142857 0.8 0.01 0.01
29210 0.348024948805 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
29220 0.347949942515 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
29230 0.347874943156 -0.5715 1 1.6 0.457142857143 0.01 0.01 0.01
29240 0.347951664823 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
29250 0.347978424555 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
29260 0.347997758656 -0.241 0.01 1.6 0.457142857143 0.01 1.4 0.01
29270 0.348017090626 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
29280 0.348303332624 -0.431 0.01 1.6 0.457142857143 0.01 0.01 1.2
29290 0.348492245733 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
29300 0.348808061141 0.179 1 0.2 0.457142857143 0.8 0.01 0.01
29310 0.348520518607 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
29320 0.348131011407 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
29330 0.347741517043 0.8285 1 0.2 0.0571428571429 0.01 0.01 0.01
29340 0.347503777542 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
29350 0.347216088977 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
29360 0.346920990143 1.159 0.01 0.2 0.0571428571429 0.01 1.4 0.01
29370 0.346625906384 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
29380 0.346597862089 0.969 0.01 0.2 0.0571428571429 0.01 0.01 1.2
29390 0.346472492103 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
29400 0.34647413095 1.579 1 0 0.0571428571429 0.8 0.01 0.01
29410 0.346087846686 1.779 1 0 0 0.8 0.01 0.01
29420 0.345653473539 1.779 1 0 0 0.8 0.01 0.01
29430 0.345219111414 1.0285 1 0 0 0.01 0.01 0.01
29440 0.34493657744 1.359 0.01 0 0 0.01 1.4 0.01
29450 0.34460406998 1.359 0.01 0 0 0.01 1.4 0.01
29460 0.34426414817 1.359 0.01 0 0 0.01 1.4 0.01
29470 0.343924241106 0.0385 0.01 0 0 0.01 0.01 0.01
29480 0.343851513525 1.169 0.01 0 0 0.01 0.01 1.2
29490 0.343681412352 0.0385 0.01 0 0 0.01 0.01 0.01
29500 0.343638391288 1.779 1 0.4 0 0.8 0.01 0.01
29510 0.343315159512 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
29520 0.342970796943 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
29530 0.342626449149 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
