%time SOC Ptotal Psensor1 Ppv Ipv Psensor2 Pmcu Prf
0 0 1.779 1 0.4 0 0.8 0.01 0.01
10 0.799663366331 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
20 0.79930713981 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
30 0.798950934046 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
40 0.798730085233 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
50 0.798327634998 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
60 0.797903352996 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
70 0.797479091419 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
80 0.797054850283 1.529 0.01 0.4 0.114285714286 0.01 0.01 2
90 0.796892240361 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
100 0.796885000833 1.379 1 1 0.114285714286 0.8 0.01 0.01
110 0.796660025175 0.779 1 1 0.285714285714 0.8 0.01 0.01
120 0.79642423441 0.779 1 1 0.285714285714 0.8 0.01 0.01
130 0.796188461697 0.0285 1 1 0.285714285714 0.01 0.01 0.01
140 0.79608809239 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
150 0.795806051015 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
160 0.795502170159 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
170 0.79519830948 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
180 0.794894468979 0.929 0.01 1 0.285714285714 0.01 0.01 2
190 0.794852330736 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
200 0.794965591397 0.779 1 1.4 0.285714285714 0.8 0.01 0.01
210 0.794828973676 0.379 1 1.4 0.4 0.8 0.01 0.01
220 0.794673515136 0.379 1 1.4 0.4 0.8 0.01 0.01
230 0.794518070375 -0.3715 1 1.4 0.4 0.01 0.01 0.01
240 0.794498053904 0.719 0.01 1.4 0.4 0.01 2.2 0.01
250 0.794296320667 0.719 0.01 1.4 0.4 0.01 2.2 0.01
260 0.794072740918 0.719 0.01 1.4 0.4 0.01 2.2 0.01
270 0.793849178709 0.719 0.01 1.4 0.4 0.01 2.2 0.01
280 0.793625634042 0.529 0.01 1.4 0.4 0.01 0.01 2
290 0.793663829684 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
300 0.793857436759 0.379 1 1.8 0.4 0.8 0.01 0.01
310 0.793801120081 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
320 0.793725954042 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
330 0.793650795567 -0.7715 1 1.8 0.514285714286 0.01 0.01 0.01
340 0.793711072012 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
350 0.793589606957 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
360 0.793446289048 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
370 0.793302984102 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
380 0.793159692118 0.129 0.01 1.8 0.514285714286 0.01 0.01 2
390 0.793278145136 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
400 0.79355200154 -0.021 1 0.8 0.514285714286 0.8 0.01 0.01
410 0.793351342204 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
420 0.793075699039 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
430 0.792800075362 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
440 0.792659927487 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
450 0.79233801438 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
460 0.791994250831 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
470 0.791650508105 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
480 0.791306786208 1.129 0.01 0.8 0.228571428571 0.01 0.01 2
490 0.791224911789 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
500 0.791298527192 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
510 0.791025844644 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
520 0.790710245427 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
530 0.790394666662 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
540 0.790214615543 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
550 0.789852732512 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
560 0.789468990835 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
570 0.789085270152 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
580 0.788701570464 1.329 0.01 0.6 0.171428571429 0.01 0.01 2
590 0.788579824302 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
600 0.788613635435 1.179 1 1 0.171428571429 0.8 0.01 0.01
610 0.78839733357 0.779 1 1 0.285714285714 0.8 0.01 0.01
620 0.788162176514 0.779 1 1 0.285714285714 0.8 0.01 0.01
630 0.787927037517 0.0285 1 1 0.285714285714 0.01 0.01 0.01
640 0.78782746874 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
650 0.787546004016 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
660 0.787242672929 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
670 0.786939362066 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
680 0.786636071427 0.929 0.01 1 0.285714285714 0.01 0.01 2
690 0.786594804896 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
700 0.786709128292 0.779 1 0.4 0.285714285714 0.8 0.01 0.01
710 0.786412683462 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
720 0.786057234678 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
730 0.785701806844 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
740 0.78548200394 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
750 0.785080240361 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
760 0.78465660205 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
770 0.784232984424 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
780 0.783809387482 1.529 0.01 0.4 0.114285714286 0.01 0.01 2
790 0.783647938344 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
800 0.783642166161 1.379 1 0.8 0.114285714286 0.8 0.01 0.01
810 0.783386096737 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
820 0.783111159223 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
830 0.782836241189 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
840 0.782696999517 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
850 0.78237572342 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
860 0.78203256451 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
870 0.781689426435 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
880 0.781346309191 1.129 0.01 0.8 0.228571428571 0.01 0.01 2
890 0.781265426686 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
900 0.781340263865 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
910 0.781068290864 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
920 0.780753337668 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
930 0.780438404901 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
940 0.78025920005 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
950 0.779897894449 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
960 0.779514697834 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
970 0.779131522176 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
980 0.77874836747 1.329 0.01 0.6 0.171428571429 0.01 0.01 2
990 0.778627553215 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
1000 0.778662525947 1.179 1 1.2 0.171428571429 0.8 0.01 0.01
1010 0.778479170618 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
1020 0.778284969067 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
1030 0.77809078358 -0.1715 1 1.2 0.342857142857 0.01 0.01 0.01
1040 0.778032361866 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
1050 0.777791779146 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
1060 0.777529297463 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
1070 0.77726683482 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
1080 0.777004391214 0.729 0.01 1.2 0.342857142857 0.01 0.01 2
1090 0.777004340684 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
1100 0.777160094146 0.579 1 1.6 0.342857142857 0.8 0.01 0.01
1110 0.777065305347 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
1120 0.776951623165 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
1130 0.776837951742 -0.5715 1 1.6 0.457142857143 0.01 0.01 0.01
1140 0.776860059347 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
1150 0.776699971778 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
1160 0.776517978569 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
1170 0.776336000734 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
1180 0.776154038271 0.329 0.01 1.6 0.457142857143 0.01 0.01 2
1190 0.776234489433 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
1200 0.776470746304 0.179 1 0.2 0.457142857143 0.8 0.01 0.01
1210 0.776166948533 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
1220 0.775771892452 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
1230 0.775376857199 0.8285 1 0.2 0.0571428571429 0.01 0.01 0.01
1240 0.775117657138 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
1250 0.77467621458 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
1260 0.774212862151 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
1270 0.773749529378 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
1280 0.773286216242 1.729 0.01 0.2 0.0571428571429 0.01 0.01 2
1290 0.773085464707 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
1300 0.773040640031 1.579 1 0 0.0571428571429 0.8 0.01 0.01
1310 0.772648572467 1.779 1 0 0 0.8 0.01 0.01
1320 0.772213469067 1.779 1 0 0 0.8 0.01 0.01
1330 0.77177838588 1.0285 1 0 0 0.01 0.01 0.01
1340 0.771479212667 2.119 0.01 0 0 0.01 2.2 0.01
1350 0.770997695799 2.119 0.01 0 0 0.01 2.2 0.01
1360 0.770494255217 2.119 0.01 0 0 0.01 2.2 0.01
1370 0.769990832767 2.119 0.01 0 0 0.01 2.2 0.01
1380 0.769487428419 1.929 0.01 0 0 0.01 0.01 2
1390 0.769246738196 0.0385 0.01 0 0 0.01 0.01 0.01
1400 0.769162069453 1.779 1 0.4 0 0.8 0.01 0.01
1410 0.768826561841 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
1420 0.768472145697 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
1430 0.768117750177 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
1440 0.767899335072 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
1450 0.767498481499 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
1460 0.767075695252 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
1470 0.766652929179 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
1480 0.766230183258 1.529 0.01 0.4 0.114285714286 0.01 0.01 2
1490 0.766070273633 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
1500 0.766066449888 1.379 1 1 0.114285714286 0.8 0.01 0.01
1510 0.765843886666 0.779 1 1 0.285714285714 0.8 0.01 0.01
1520 0.765610458172 0.779 1 1 0.285714285714 0.8 0.01 0.01
1530 0.765377047471 0.0285 1 1 0.285714285714 0.01 0.01 0.01
1540 0.765279663565 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
1550 0.764999770406 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
1560 0.764697936759 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
1570 0.764396122962 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
1580 0.764094329008 0.929 0.01 1 0.285714285714 0.01 0.01 2
1590 0.76405544265 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
1600 0.764172670662 0.779 1 1.4 0.285714285714 0.8 0.01 0.01
1610 0.764038868978 0.379 1 1.4 0.4 0.8 0.01 0.01
1620 0.763886139353 0.379 1 1.4 0.4 0.8 0.01 0.01
1630 0.763733423227 -0.3715 1 1.4 0.4 0.01 0.01 0.01
1640 0.763716758795 0.719 0.01 1.4 0.4 0.01 2.2 0.01
1650 0.76351754034 0.719 0.01 1.4 0.4 0.01 2.2 0.01
1660 0.763296374374 0.719 0.01 1.4 0.4 0.01 2.2 0.01
1670 0.763075225641 0.719 0.01 1.4 0.4 0.01 2.2 0.01
1680 0.762854094138 0.529 0.01 1.4 0.4 0.01 0.01 2
1690 0.762895908216 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
1700 0.76309384893 0.379 1 1.8 0.4 0.8 0.01 0.01
1710 0.76304071467 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
1720 0.762968643919 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
1730 0.762896580421 -0.7715 1 1.8 0.514285714286 0.01 0.01 0.01
1740 0.762960574933 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
1750 0.762841991012 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
1760 0.762701453302 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
1770 0.762560928267 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
1780 0.762420415904 0.129 0.01 1.8 0.514285714286 0.01 0.01 2
1790 0.762542852873 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
1800 0.762821407604 -0.021 1 0.8 0.514285714286 0.8 0.01 0.01
1810 0.762623263054 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
1820 0.762349789263 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
1830 0.762076334576 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
1840 0.761938978788 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
1850 0.761619020724 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
1860 0.761277111005 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
1870 0.76093522155 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
1880 0.760593352344 1.129 0.01 0.8 0.228571428571 0.01 0.01 2
1890 0.760514536432 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
1900 0.760591926245 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
1910 0.760321422593 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
1920 0.760007803958 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
1930 0.759694205222 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
1940 0.759516758349 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
1950 0.759156640652 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
1960 0.75877456261 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
1970 0.758392504716 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
1980 0.758010466946 1.329 0.01 0.6 0.171428571429 0.01 0.01 2
1990 0.757891591709 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
2000 0.757928991757 1.179 1 1 0.171428571429 0.8 0.01 0.01
2010 0.757715123522 0.779 1 1 0.285714285714 0.8 0.01 0.01
2020 0.75748231251 0.779 1 1 0.285714285714 0.8 0.01 0.01
2030 0.757249519112 0.0285 1 1 0.285714285714 0.01 0.01 0.01
2040 0.757152921931 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2050 0.756873587757 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2060 0.756572285426 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2070 0.756271002657 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2080 0.755969739439 0.929 0.01 1 0.285714285714 0.01 0.01 2
2090 0.75593171243 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
2100 0.756049994876 0.779 1 0.4 0.285714285714 0.8 0.01 0.01
2110 0.755755608054 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
2120 0.755401943289 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
2130 0.755048298543 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
2140 0.754830906361 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2150 0.75443070919 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2160 0.754008534409 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2170 0.753586378894 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2180 0.75316424261 1.529 0.01 0.4 0.114285714286 0.01 0.01 2
2190 0.753005471664 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
2200 0.753003101032 1.379 1 0.8 0.114285714286 0.8 0.01 0.01
2210 0.752749269093 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
2220 0.75247648057 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
2230 0.752203710833 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
2240 0.752067248468 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
2250 0.751747903386 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
2260 0.751406572436 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
2270 0.751065261243 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
2280 0.750723969788 1.129 0.01 0.8 0.228571428571 0.01 0.01 2
2290 0.750646136523 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
2300 0.750724749473 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
2310 0.750454932901 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
2320 0.750141934477 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
2330 0.749828955513 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
2340 0.749652338357 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
2350 0.7492927677 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
2360 0.748911202059 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
2370 0.748529655886 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
2380 0.748148129153 1.329 0.01 0.6 0.171428571429 0.01 0.01 2
2390 0.748030173206 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
2400 0.748068735146 1.179 1 1.2 0.171428571429 0.8 0.01 0.01
2410 0.747887943843 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
2420 0.747696254844 0.579 1 1.2 0.342857142857 0.8 0.01 0.01
2430 0.747504581417 -0.1715 1 1.2 0.342857142857 0.01 0.01 0.01
2440 0.747449309274 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
2450 0.747211019548 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
2460 0.746950727076 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
2470 0.74669045286 0.919 0.01 1.2 0.342857142857 0.01 2.2 0.01
2480 0.746430196888 0.729 0.01 1.2 0.342857142857 0.01 0.01 2
2490 0.746433569365 -1.1615 0.01 1.2 0.342857142857 0.01 0.01 0.01
2500 0.746593478932 0.579 1 1.6 0.342857142857 0.8 0.01 0.01
2510 0.746501666264 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
2520 0.746390870902 0.179 1 1.6 0.457142857143 0.8 0.01 0.01
2530 0.746280085974 -0.5715 1 1.6 0.457142857143 0.01 0.01 0.01
2540 0.746305719168 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
2550 0.746148298773 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
2560 0.745968869042 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
2570 0.745789454215 0.519 0.01 1.6 0.457142857143 0.01 2.2 0.01
2580 0.745610054289 0.329 0.01 1.6 0.457142857143 0.01 0.01 2
2590 0.745694305061 -1.5615 0.01 1.6 0.457142857143 0.01 0.01 0.01
2600 0.745935094983 0.179 1 0.2 0.457142857143 0.8 0.01 0.01
2610 0.745633284754 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
2620 0.745239784439 1.579 1 0.2 0.0571428571429 0.8 0.01 0.01
2630 0.744846303135 0.8285 1 0.2 0.0571428571429 0.01 0.01 0.01
2640 0.744589297404 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
2650 0.744149185856 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
2660 0.743687058117 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
2670 0.743224947369 1.919 0.01 0.2 0.0571428571429 0.01 2.2 0.01
2680 0.742762853552 1.729 0.01 0.2 0.0571428571429 0.01 0.01 2
2690 0.742564567486 -0.1615 0.01 0.2 0.0571428571429 0.01 0.01 0.01
2700 0.742522949203 1.579 1 0 0.0571428571429 0.8 0.01 0.01
2710 0.742132435627 1.779 1 0 0 0.8 0.01 0.01
2720 0.741698679014 1.779 1 0 0 0.8 0.01 0.01
2730 0.741264940127 1.0285 1 0 0 0.01 0.01 0.01
2740 0.740967758025 2.119 0.01 0 0 0.01 2.2 0.01
2750 0.740487358838 2.119 0.01 0 0 0.01 2.2 0.01
2760 0.739984927595 2.119 0.01 0 0 0.01 2.2 0.01
2770 0.739482510931 2.119 0.01 0 0 0.01 2.2 0.01
2780 0.738980108767 1.929 0.01 0 0 0.01 0.01 2
2790 0.73874168159 0.0385 0.01 0 0 0.01 0.01 0.01
2800 0.738660025936 1.779 1 0.4 0 0.8 0.01 0.01
2810 0.738326323277 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
2820 0.7379736192 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
2830 0.73762093395 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
2840 0.737404884387 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2850 0.737005513157 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2860 0.736584100507 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2870 0.736162705349 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
2880 0.735741327634 1.529 0.01 0.4 0.114285714286 0.01 0.01 2
2890 0.735584061913 -0.3615 0.01 0.4 0.114285714286 0.01 0.01 0.01
2900 0.735583640486 1.379 1 1 0.114285714286 0.8 0.01 0.01
2910 0.735363415554 0.779 1 1 0.285714285714 0.8 0.01 0.01
2920 0.735132271589 0.779 1 1 0.285714285714 0.8 0.01 0.01
2930 0.73490114457 0.0285 1 1 0.285714285714 0.01 0.01 0.01
2940 0.734806706517 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2950 0.734528868823 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2960 0.734228982201 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2970 0.733929114021 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
2980 0.733629264264 0.929 0.01 1 0.285714285714 0.01 0.01 2
2990 0.733593607934 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
3000 0.733714829371 0.779 1 1.4 0.285714285714 0.8 0.01 0.01
3010 0.733583792562 0.379 1 1.4 0.4 0.8 0.01 0.01
3020 0.733433734704 0.379 1 1.4 0.4 0.8 0.01 0.01
3030 0.733283689886 -0.3715 1 1.4 0.4 0.01 0.01 0.01
3040 0.733270362734 0.719 0.01 1.4 0.4 0.01 2.2 0.01
3050 0.733073586856 0.719 0.01 1.4 0.4 0.01 2.2 0.01
3060 0.732854755085 0.719 0.01 1.4 0.4 0.01 2.2 0.01
3070 0.732635939747 0.719 0.01 1.4 0.4 0.01 2.2 0.01
3080 0.732417140834 0.529 0.01 1.4 0.4 0.01 0.01 2
3090 0.732462578562 -1.3615 0.01 1.4 0.4 0.01 0.01 0.01
3100 0.732664908558 0.379 1 1.8 0.4 0.8 0.01 0.01
3110 0.732614930746 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
3120 0.732545923194 -0.021 1 1.8 0.514285714286 0.8 0.01 0.01
3130 0.732476922593 -0.7715 1 1.8 0.514285714286 0.01 0.01 0.01
3140 0.732544647398 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
3150 0.732428897368 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
3160 0.732291085346 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
3170 0.732153285577 0.319 0.01 1.8 0.514285714286 0.01 2.2 0.01
3180 0.732015498061 0.129 0.01 1.8 0.514285714286 0.01 0.01 2
3190 0.732141951638 -1.7615 0.01 1.8 0.514285714286 0.01 0.01 0.01
3200 0.732425288035 -0.021 1 0.8 0.514285714286 0.8 0.01 0.01
3210 0.732229584826 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
3220 0.731958181555 0.979 1 0.8 0.228571428571 0.8 0.01 0.01
3230 0.731686796181 0.2285 1 0.8 0.228571428571 0.01 0.01 0.01
3240 0.731552178331 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
3250 0.731234058399 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
3260 0.730893876744 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
3270 0.730553713415 1.319 0.01 0.8 0.228571428571 0.01 2.2 0.01
3280 0.730213568385 1.129 0.01 0.8 0.228571428571 0.01 0.01 2
3290 0.730137776696 -0.7615 0.01 0.8 0.228571428571 0.01 0.01 0.01
3300 0.730218962995 0.979 1 0.6 0.228571428571 0.8 0.01 0.01
3310 0.729950534384 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
3320 0.729638775828 1.179 1 0.6 0.171428571429 0.8 0.01 0.01
3330 0.729327035513 0.4285 1 0.6 0.171428571429 0.01 0.01 0.01
3340 0.729152121491 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
3350 0.728793628082 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
3360 0.728413062634 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
3370 0.728032514775 1.519 0.01 0.6 0.171428571429 0.01 2.2 0.01
3380 0.727651984465 1.329 0.01 0.6 0.171428571429 0.01 0.01 2
3390 0.727535929752 -0.5615 0.01 0.6 0.171428571429 0.01 0.01 0.01
3400 0.727576930748 1.179 1 1 0.171428571429 0.8 0.01 0.01
3410 0.727365407489 0.779 1 1 0.285714285714 0.8 0.01 0.01
3420 0.72713484577 0.779 1 1 0.285714285714 0.8 0.01 0.01
3430 0.726904300708 0.0285 1 1 0.285714285714 0.01 0.01 0.01
3440 0.726810633341 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
3450 0.726533312469 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
3460 0.726233911661 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
3470 0.7259345288 1.119 0.01 1 0.285714285714 0.01 2.2 0.01
3480 0.725635163867 0.929 0.01 1 0.285714285714 0.01 0.01 2
3490 0.725600359341 -0.9615 0.01 1 0.285714285714 0.01 0.01 0.01
3500 0.725722650472 0.779 1 0.4 0.285714285714 0.8 0.01 0.01
3510 0.725430194817 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
3520 0.725078160618 1.379 1 0.4 0.114285714286 0.8 0.01 0.01
3530 0.724726144142 0.6285 1 0.4 0.114285714286 0.01 0.01 0.01
3540 0.724511066911 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
3550 0.724112258308 1.719 0.01 0.4 0.114285714286 0.01 2.2 0.01
